Frame,Player,Pelvis x,Pelvis y,Pelvis z,Left Hip x,Left Hip y,Left Hip z,Right Hip x,Right Hip y,Right Hip z,Spine1 x,Spine1 y,Spine1 z,Left Knee x,Left Knee y,Left Knee z,Right Knee x,Right Knee y,Right Knee z,Spine2 x,Spine2 y,Spine2 z,Left Ankle x,Left Ankle y,Left Ankle z,Right Ankle x,Right Ankle y,Right Ankle z,Spine3 x,Spine3 y,Spine3 z,Left Foot x,Left Foot y,Left Foot z,Right Foot x,Right Foot y,Right Foot z,Neck x,Neck y,Neck z,Left Collar x,Left Collar y,Left Collar z,Right Collar x,Right Collar y,Right Collar z,Head x,Head y,Head z,Left Shoulder x,Left Shoulder y,Left Shoulder z,Right Shoulder x,Right Shoulder y,Right Shoulder z,Left Elbow x,Left Elbow y,Left Elbow z,Right Elbow x,Right Elbow y,Right Elbow z,Left wrist x,Left wrist y,Left wrist z,Right Wrist x,Right Wrist y,Right Wrist z,Left Index1 x,Left Index1 y,Left Index1 z,Right Index1 x,Right Index1 y,Right Index1 z
0,1,-2.9001799,0.042357363,1.087827,-0.30590594,0.027833126,0.029274771,0.02243564,-0.06481999,-0.008672207,0.20097409,0.028166013,0.028936995,0.1396674,0.01896736,-0.0329219,0.47875533,0.015200443,0.031608384,0.034151312,0.009914371,-0.06379823,0.16291888,0.14871286,-0.20739006,-0.017533666,-0.19200476,0.13200887,0.10115595,0.01718327,-0.024222426,-0.1302874,0.07065172,0.27693933,-0.15293942,0.0011431584,-0.1799402,0.011211089,0.16655327,-0.00091989106,0.0075522396,-0.14461298,-0.18996699,0.04076907,0.14663887,0.016985504,0.008729955,0.21245944,-0.07195478,0.11019233,-0.25241956,-0.928682,0.1917953,0.3591011,0.7775049,0.06278663,-0.73380274,0.15263356,0.34325787,1.3558153,-0.17351185,0.018768122,-0.09599901,0.16019154,-0.0112524945,0.1821854,-0.14904658,-0.15539274,-0.06679572,-0.15004206,-0.12328022,0.057810925,0.15581094
1,1,-2.9002608,0.044227958,1.0892414000000001,-0.30875607,0.030622659,0.0274506025,0.020031029,-0.06579067999999999,-0.0067252013,0.202236165,0.0275120185,0.0303253775,0.14216601499999998,0.023851375,-0.033499556,0.481651605,0.013449699499999999,0.033396217000000006,0.0326404675,0.009396861999999999,-0.062151704,0.163398205,0.15047442,-0.20811605,-0.01826848,-0.193362775,0.13294939,0.10231261999999999,0.0173325125,-0.023587467,-0.13176228499999998,0.070415878,0.278742045,-0.15236061499999998,0.0026908745,-0.182650025,0.0087239224,0.16525509,0.00061445168,0.007452399,-0.14336214,-0.187148065,0.040397591499999996,0.145141035,0.013294802,0.00661888,0.21206343,-0.07156179,0.11409092500000001,-0.251127295,-0.92830065,0.19301704,0.35424516500000003,0.76963765,0.072736125,-0.73920414,0.14726181,0.34793302000000004,1.3583324,-0.168842255,0.020116676,-0.09842812249999999,0.15839999999999999,-0.009605226750000001,0.18443943499999998,-0.14759547,-0.15642636999999998,-0.066729885,-0.14969934000000001,-0.12440007,0.057404712499999996,0.155199215
2,1,-2.8988951,0.0454411915,1.0986808,-0.312433735,0.033436449,0.028393956999999997,0.009890108600000001,-0.0644528,-0.0049066418,0.20579993,0.02547806,0.031552152,0.14271177499999999,0.0260441405,-0.033185187500000005,0.48515787499999996,0.0116648305,0.0349834085,0.0342375385,0.006835621849999999,-0.060434194,0.166384795,0.15065594,-0.211805515,-0.017994171,-0.193347245,0.1335446,0.103087305,0.0160669935,-0.023155572,-0.133927265,0.068740943,0.28506429499999997,-0.15254999,0.0032656322999999998,-0.18545779499999998,0.0133407859,0.16528677,0.00035217885,0.0085190582,-0.15134275,-0.184271075,0.0388487265,0.149813995,0.006701323,0.0059637365000000005,0.21424173,-0.07423131,0.11734686,-0.255295365,-0.9282846499999999,0.19109662500000002,0.35754452999999997,0.759855315,0.08593053,-0.73320257,0.13727453,0.352768735,1.3679998,-0.16741561500000002,0.025892722,-0.0984083825,0.15606823,-0.0048850854,0.185553245,-0.148119255,-0.159308015,-0.06722417,-0.15069195,-0.126733795,0.057322503,0.15614041499999998
3,1,-2.8975489,0.046740201999999995,1.099553,-0.313397185,0.031278810000000004,0.026129582,-0.0042353451,-0.059050433,-0.00284423642,0.21243855499999997,0.0219909045,0.032435653499999995,0.139750385,0.02252232,-0.032482065000000004,0.477718905,0.0129791475,0.034854615,0.037511547,0.0039181083,-0.060104729999999995,0.16871226,0.14830676,-0.215312995,-0.016156771,-0.191806905,0.133155085,0.1015628975,0.013639437,-0.0234262265,-0.13416409499999998,0.0665186025,0.2904793,-0.153065615,0.00270052185,-0.18665828,0.0132164727,0.170082615,-0.00184365045,0.008183515,-0.16541688999999998,-0.18244190500000002,0.0369486515,0.1557782,0.0028971995,-0.007568761,0.221090025,-0.078958783,0.11469093,-0.26396944,-0.92499955,0.19025,0.35999209,0.755590495,0.086953852,-0.72528138,0.133507875,0.35181914999999997,1.37915575,-0.17220797,0.029135679,-0.09636480750000001,0.156678225,-0.0019661859,0.18489616,-0.15163005000000002,-0.16000917,-0.06758069,-0.151264815,-0.12847340000000002,0.057649013,0.15765382
4,1,-2.89750625,0.049267107000000004,1.0907282999999999,-0.312805075,0.030831336,0.0200027515,0.0049243216999999995,-0.055535091499999995,0.00184325342,0.21389513999999998,0.0210865565,0.0333141385,0.13814553499999999,0.025102601500000002,-0.031962052000000005,0.46547191,0.014315499499999999,0.0348046535,0.03626566,0.0034034558499999997,-0.05806193,0.16554572499999998,0.14995108000000001,-0.21421815,-0.016855466,-0.19222554,0.132206155,0.10065898749999999,0.0134531445,-0.0227762535,-0.13292663500000002,0.065415565,0.290290115,-0.15136794,0.00349370615,-0.186298825,0.005226291500000001,0.168253015,0.00379349125,0.00651521115,-0.170679055,-0.179748245,0.0342413295,0.16098805500000002,0.0021179852000000002,0.00508008265,0.22026883,-0.079443425,0.1155359,-0.26911609000000003,-0.9200805700000001,0.190411855,0.362302695,0.748835115,0.088072332,-0.73531668,0.13220743499999998,0.34968411,1.3786382000000001,-0.169812065,0.0257533845,-0.09817481,0.156520055,-0.003269737,0.185525,-0.151679495,-0.15816086000000001,-0.06722069,-0.14976049000000002,-0.12789514,0.057335452999999995,0.155904915
5,1,-2.8969286,0.0515127975,1.09250945,-0.31333739000000005,0.0330078325,0.019458358000000002,-0.001778818025,-0.056634337,-0.00237231975,0.212230375,0.022682846,0.033825945,0.1383166,0.028186430999999998,-0.0313858915,0.464285015,0.0135612255,0.0348376745,0.0347671315,0.0036629634999999997,-0.055313859,0.163618345,0.15140745,-0.21319337500000002,-0.017958738000000002,-0.19282506,0.13207765500000002,0.10092978,0.014572264,-0.0219286335,-0.13324720499999998,0.06577393749999999,0.28989905000000005,-0.15027991000000002,0.0040763668,-0.18533273,0.00463119455,0.16686142999999998,0.0026438932,0.0068282655,-0.17345127500000002,-0.1766655,0.0324386095,0.167257905,-0.00165233085,-0.0017972109,0.217506225,-0.081222407,0.12127133500000001,-0.27268064999999997,-0.92115134,0.187893715,0.36911979500000003,0.742558185,0.10048554000000001,-0.7393786200000001,0.124837155,0.34804711,1.3748747,-0.16564120999999998,0.0254009345,-0.0999000875,0.15482028,-0.0042748705,0.18606936000000002,-0.15128897,-0.15795626499999998,-0.0668937,-0.148745195,-0.127222075,0.056884567999999996,0.154155895
6,1,-2.8974405,0.053434008500000005,1.09758705,-0.314950565,0.0333117535,0.019506038,0.001957709025,-0.056998073499999996,-0.00364630325,0.21363926,0.021531324,0.037808913,0.13862993499999998,0.028348015499999997,-0.0300605615,0.462980865,0.0164727015,0.033831428999999996,0.0345666065,0.00373314435,-0.053670153,0.16773615,0.149970545,-0.21516859500000002,-0.018223671,-0.193089285,0.131900825,0.099891593,0.015169063,-0.0214312095,-0.13323002499999997,0.067736445,0.28927857,-0.14852651,0.00433202425,-0.18356381,0.006725864749999999,0.17365625,-0.0016879723500000002,0.00598518185,-0.17836286,-0.174101845,0.031764903,0.17166177,-0.0039499331499999995,0.0015901902499999999,0.22502295,-0.08704174,0.121345565,-0.27473921,-0.923552005,0.18565407499999997,0.369175865,0.7325213500000001,0.10350131500000001,-0.7315453199999999,0.12248904499999999,0.347320765,1.3717922,-0.16342608,0.0252872695,-0.09998084,0.15282108500000002,-0.00394260965,0.18749492,-0.15013028499999997,-0.15639358,-0.066323527,-0.14652353,-0.126291015,0.05583722,0.15210051000000002
7,1,-2.8951220500000003,0.0541279685,1.09510715,-0.31337865,0.034231115,0.0212486195,0.0051938567,-0.056001255,-0.0065679835,0.21319891000000002,0.019134190000000002,0.0390846185,0.13532322,0.0299661335,-0.029751987,0.45979104000000004,0.019130336999999997,0.0328182075,0.035210043999999996,-0.0028073171,-0.054024414,0.16818450000000001,0.14973440999999998,-0.213564455,-0.0198071915,-0.19310635,0.131728895,0.097097713,0.01406876,-0.020746041,-0.13121125,0.070188265,0.28553416,-0.14498844500000002,0.00586374225,-0.18282009500000002,0.0097375695,0.18063129,-0.0023838,0.0048225565,-0.18225841999999998,-0.18396350500000003,0.0317170865,0.167891135,0.00915468675,0.0070377365,0.23420125,-0.086739303,0.11828688700000001,-0.27792566,-0.917429185,0.185199645,0.36113234,0.724762135,0.096016715,-0.721660215,0.125762865,0.34021279000000004,1.36714265,-0.165638195,0.026657492499999998,-0.09986146500000001,0.14799763,-0.0037523800500000003,0.18815666,-0.14455905,-0.15564617,-0.06628276699999999,-0.14585767,-0.125191235,0.055858107500000004,0.15216784
8,1,-2.89476645,0.0534782825,1.0929017,-0.31069682,0.0349333275,0.020986185,0.0036446205999999997,-0.058056884,-0.008288823,0.210848565,0.018672142000000003,0.0382758785,0.13091605,0.0292974235,-0.0309953345,0.46285649,0.016725319,0.033458306,0.036426074,0.002105483,-0.054311225,0.168410315,0.14928322500000002,-0.213476425,-0.017200584,-0.192806585,0.13410246,0.09860689,0.013500203499999999,-0.020700154999999998,-0.13147861,0.06995498,0.28628079500000003,-0.145884625,0.0068075753,-0.185222525,0.0131823115,0.17716308,0.00125382155,0.003565144,-0.18434145,-0.18311239,0.0315586435,0.165484325,-0.01053799875,0.0085884425,0.23135262,-0.082693798,0.112059677,-0.28661821,-0.9136214,0.18157643,0.35881226,0.7257497049999999,0.089484148,-0.719819485,0.129652375,0.333329875,1.36417485,-0.16839285999999998,0.02968094,-0.09848186,0.14799384,-0.0049000514,0.185727875,-0.14290904999999998,-0.15808418,-0.0665627375,-0.14759435999999998,-0.12629602,0.0570162275,0.15373517
9,1,-2.8973215999999997,0.057213633,1.10279635,-0.31775935,0.033577422499999995,0.020185954,-0.0103289256,-0.061291108999999996,-0.012444103,0.216461875,0.021172243,0.0398287675,0.13815258,0.0239978545,-0.031570077,0.47953555000000003,0.013219392,0.034002370000000004,0.033417254,0.0038742279499999997,-0.0527133875,0.167789085,0.14628922,-0.21774299,-0.016320347,-0.191755815,0.13664568500000002,0.101535602,0.015623025999999998,-0.021523434,-0.13589946,0.068889305,0.29402435,-0.15210404,0.00473175605,-0.189490555,-0.00887612485,0.17757392,-0.0047595187,0.0015968228000000002,-0.19055862,-0.16330006,0.0276767305,0.18104798500000002,-0.014549701,-0.006217530000000001,0.22672490499999998,-0.08915723,0.10802661,-0.29217951,-0.92286055,0.170873535,0.38072908000000005,0.7349829999999999,0.09110673799999999,-0.721411435,0.12928485,0.327540385,1.37281115,-0.17359147,0.030100508499999998,-0.09549117800000001,0.153054365,-0.009248821,0.181823375,-0.149308855,-0.160378855,-0.06650581250000001,-0.14814363,-0.12734139,0.0573979825,0.153762285
