frame,pelvis x,pelvis y
0,937.1462,286.8571
1,937.14764,286.84232
2,936.9220133333333,286.8580166666667
3,935.4525633333333,286.65845
4,935.0691166666666,286.2904266666667
5,934.8782699999999,285.8921733333333
6,935.8516,285.7071933333333
7,935.7174666666666,285.4346
8,935.7331133333332,284.89993333333337
9,937.3217566666667,284.02646
10,941.3378733333333,283.31646
11,945.0935733333332,282.4543033333333
12,947.4634833333332,281.9282566666667
13,948.6570333333333,281.8503733333333
14,952.70488,282.8847
15,956.94418,284.55544
16,959.5176133333333,286.85591666666664
17,959.2195333333333,289.65864999999997
18,958.6670666666666,291.82114333333334
19,958.6362899999999,293.7663133333333
20,958.9332899999999,295.3646
21,961.3288566666665,297.1199933333333
22,964.6046666666666,298.1471633333333
23,968.6126333333332,298.3216433333333
24,970.5188333333332,298.32081666666664
25,971.0407,298.65012666666667
26,970.3048333333331,299.82922333333335
27,969.2995666666666,301.7907733333333
28,968.6801133333333,303.86684
29,965.7052966666666,305.52794333333327
30,962.8907966666666,306.47567666666663
31,961.0581333333333,307.30888666666664
32,964.0542266666666,307.47688666666664
33,968.2158933333333,307.3717766666666
34,970.2454966666666,306.6772166666666
35,966.1356733333332,306.4591966666666
36,960.81779,306.46969
37,957.5186133333333,307.8753066666667
38,959.4551266666666,310.0366233333333
39,964.2283599999998,313.3213466666666
40,971.9054499999999,317.16712666666666
41,981.0934166666666,320.22857999999997
42,987.5084566666667,322.1616833333333
43,992.4647699999999,322.08602999999994
44,997.2169366666667,320.7816266666666
45,1005.21228,318.1912
46,1010.8145999999999,313.73638666666665
47,1019.0588,309.04604666666665
48,1024.2813666666666,305.61194666666665
49,1033.7769666666666,302.6654733333333
50,1043.6540333333332,298.7216166666666
51,1057.8401666666666,293.9301566666667
52,1070.1472333333334,288.32573666666667
53,1082.4758333333334,282.0878133333333
54,1090.3506333333332,276.71025
55,1099.6446,272.3491033333333
56,1109.9143666666666,268.74228333333326
57,1117.3001666666667,262.7936133333333
58,1118.9163,256.0872333333333
59,1114.2298,249.73051666666666
60,1111.7911,245.74416666666662
61,1111.2138,241.80114
62,1112.3978666666667,237.99425000000002
63,1114.5848333333333,232.46313666666663
64,1120.9438,228.30396666666664
65,1134.0782,225.14327333333333
66,1146.6325,223.7054133333333
67,1164.7834333333333,222.56648
68,1176.5679666666665,220.7622833333333
69,1194.3832,217.95310333333333
70,1200.5927333333332,214.83916
71,1204.3340333333333,212.53637333333336
72,1202.2743,211.2301
73,1201.1383999999998,209.66861
74,1199.8814333333332,207.57253666666665
75,1194.6457333333333,205.7441433333333
76,1185.2940666666666,205.34584333333333
77,1167.5231999999999,206.8415
78,1153.7199333333333,208.08006
79,1140.1971333333333,209.28439333333333
80,1127.4261,210.56036
81,1111.4630666666667,212.35642666666666
82,1095.8065333333332,214.59826333333334
83,1085.8796,217.18045999999998
84,1079.1502333333333,219.16405
85,1078.4639333333332,221.80631333333332
86,1078.4889666666666,224.68626666666665
87,1077.688333333333,228.31964
88,1072.628,231.06439666666665
89,1062.8238999999999,233.92592999999997
90,1053.7781,236.10326999999995
91,1042.2402666666665,239.35532999999998
92,1029.0166499999998,243.40851666666663
93,1011.1622166666666,249.45556333333332
94,995.7920166666667,255.09876
95,985.2778666666666,259.28312333333326
96,979.3722166666665,261.4763433333333
97,973.3354599999999,262.8502766666667
98,966.7755733333332,263.63263333333333
99,955.3707899999999,264.4159233333333
100,942.8513466666665,264.1364233333333
101,928.4191666666666,263.2944833333333
102,917.90112,262.45403999999996
103,902.0984866666665,262.13571
104,892.7209733333332,262.1630333333333
105,885.0846999999999,262.27205333333336
106,882.6560866666666,263.38910666666663
107,878.9459333333334,264.29484
108,874.5134533333334,265.10599666666667
109,871.2357833333332,265.1742566666667
110,864.9067833333332,265.72374333333335
111,855.93815,266.76603
112,847.9877333333332,268.09433666666666
113,843.2184666666666,269.50836
114,841.0362466666667,270.41915666666665
115,840.2625033333333,271.05508999999995
116,840.0060366666667,271.46546
117,841.0568799999999,272.41168
118,843.4827,273.60317
119,847.1594666666666,274.61906
120,849.4057233333333,275.1165766666667
121,852.5572333333332,275.99884
122,855.0577800000001,277.2481966666666
123,860.74168,279.14832
124,866.1211933333332,281.00978
125,873.8961133333333,282.8029466666667
126,878.7486666666666,283.94512
127,885.1972766666668,284.39793999999995
128,889.5376333333334,284.5009733333333
129,893.3219333333333,285.5685333333333
130,895.6180366666666,287.28967666666665
131,897.2752799999998,289.7452433333333
132,899.3147799999999,291.2377633333333
133,901.01518,292.8852333333333
134,902.0815133333333,295.3733533333333
135,905.2837999999999,298.9137466666666
136,911.07702,302.29711999999995
137,920.2665533333334,304.4343333333333
138,927.4080666666666,305.5186033333333
139,935.8718833333332,306.2559166666667
140,949.0484499999999,306.8645333333333
141,965.3416299999999,307.74770333333333
142,978.9779466666665,309.0067966666667
143,987.6507999999999,309.8813266666666
144,992.35232,310.4813733333333
145,994.4713533333334,310.37575333333336
146,998.3094666666666,309.81506666666667
