frame,ball_x,ball_y,ball_z
0,-1.0,-1.0,-1.0
1,-1.0,-1.0,-1.0
2,-1.0,-1.0,-1.0
3,-1.0,-1.0,-1.0
4,-1.0,-1.0,-1.0
5,-1.0,-1.0,-1.0
6,-1.0,-1.0,-1.0
7,-1.0,-1.0,-1.0
8,-1.0,-1.0,-1.0
9,2.0464734944555665,11.20284769168169,1.7
10,2.051057426885935,11.015705051578308,1.952538789132745
11,2.055641359316304,10.828562411474927,2.1941886893766016
12,2.0602252917466726,10.641419771371545,2.4249497007315686
13,2.0648092241770413,10.454277131268164,2.644821823197646
14,2.06939315660741,10.267134491164782,2.853805056774835
15,2.0739770890377787,10.0799918510614,3.0518994014631344
16,2.0785610214681474,9.892849210958019,3.2391048572625443
17,2.083144953898516,9.705706570854638,3.415421424173066
18,2.0877288863288848,9.518563930751256,3.5808491021946978
19,2.0923128187592535,9.331421290647874,3.73538789132744
20,2.096896751189622,9.144278650544493,3.879037791571294
21,2.101480683619991,8.957136010441111,4.011798802926259
22,2.1060646160503596,8.76999337033773,4.133670925392334
23,2.1106485484807282,8.582850730234348,4.244654158969521
24,2.115232480911097,8.395708090130967,4.3447485036578195
25,2.1198164133414656,8.208565450027585,4.433953959457229
26,2.1244003457718343,8.021422809924204,4.5122705263677485
27,2.128984278202203,7.834280169820846,4.579698204389382
28,2.1335682106325717,7.647137529717491,4.636236993522125
29,2.1381521430629404,7.459994889614136,4.681886893765978
30,2.142736075493309,7.272852249510781,4.7166479051209445
31,2.147320007923678,7.085709609407426,4.740520027587021
32,2.1519039403540465,6.898566969304071,4.753503261164208
33,2.1564878727844152,6.7114243292007165,4.755597605852507
34,2.161071805214784,6.524281689097362,4.746803061651917
35,2.1656557376451526,6.337139048994007,4.727119628562437
36,2.1702396700755213,6.149996408890652,4.69654730658407
37,2.17482360250589,5.962853768787297,4.655086095716813
38,2.1794075349362587,5.775711128683942,4.602735995960667
39,2.1839914673666274,5.588568488580587,4.539497007315632
40,2.188575399796996,5.401425848477232,4.465369129781709
41,2.193159332227365,5.214283208373877,4.380352363358896
42,2.1977432646577335,5.027140568270522,4.284446708047195
43,2.202327197088102,4.8399979281671675,4.177652163846606
44,2.206911129518471,4.6528552880638125,4.059968730757127
45,2.2114950619488396,4.465712647960458,3.9313964087787605
46,2.2160789943792083,4.278570007857103,3.791935197911504
47,2.220662926809577,4.091427367753748,3.6415850981553586
48,2.2252468592399457,3.904284727650393,3.0
49,1.9540121470312903,6.2911794305561255,3.290313069717482
50,1.8135545954625283,7.527221023804261,3.431990630040601
51,1.7177614764026667,8.370210796746406,3.519285768998303
52,1.6448897799224558,9.011489580365241,3.5760020563253043
53,1.586021188142957,9.529539533270647,3.6119038182641656
54,1.536610151721227,9.964361979629883,3.631968174097162
55,1.4940224241204363,10.339138572903536,3.6390806461579093
56,1.4565947692816537,10.66850596968478,3.635065791369304
57,1.4232105126250008,10.962291026639106,3.6211532634661667
58,1.393084561510776,11.227402643618358,3.5982146761184817
59,1.3656448602965228,11.468874971936101,3.566894990376642
60,1.3404625809466622,11.690481744527341,3.527690610834753
61,1.317208790511386,11.895117606804959,3.4809985068350886
62,1.2956263592536306,12.085045328170265,3.4271485914134794
63,1.2755110672787056,12.262062065708697,3.3664258910710005
64,1.2566984877011316,12.42761479373549,3.2990861637312623
65,1.2390546231404922,12.582882703641431,3.225367092183673
66,1.2224690556123574,12.728837485591077,3.14549633397416
67,1.20684982665041,12.866288383999933,3.059697229508928
68,1.1921195400832068,12.995916493518953,2.968192696895206
69,1.1782123508415112,13.118301257854627,2.8712076872788304
70,1.1650716115554935,13.233941179967294,2.768970487655781
71,1.1526480185803112,13.343270137245836,2.66171310880892
72,1.1408981447652065,13.446670293297807,2.5496709654725147
73,1.1297832765446425,13.544482331672707,2.4330820330356415
74,1.119268493319722,13.637013557404828,2.312185644201578
75,1.1093219411538435,13.724544288569676,2.187221067563075
76,1.0999142627950083,13.807332872149173,2.0584259876240334
77,1.091018153398579,13.885619593719207,1.9260349830348464
78,1.0826080169619159,13.95962970086192,1.7902780777092258
79,1.0746597029541844,14.029575720851767,1.6513794190040947
80,1.067150306272224,13.4,1.509556118976002
81,1.0427768155498616,12.916392226359129,1.6547195272159483
82,1.0187077958931334,12.438825629826068,1.7872461458994517
83,0.9949340166394255,11.967117059770235,1.9073225438538333
84,0.9714467564155292,11.5010934706509,2.0151260848749777
85,0.9482377769561976,11.040591402536958,2.1108255862627137
86,0.9252992987777996,10.585456498434496,2.194581939737281
87,0.9026239785176238,10.13554305466355,2.266548698136354
88,0.8802048877661843,9.690713600858283,2.326872630874469
89,0.8580354932350835,9.250838506466703,2.3756942507658185
90,0.8361096381168447,8.81579561090087,2.4131483144632995
91,0.8144215245059172,8.385469874742467,2.4393642984484933
92,0.7929656967619356,7.959753049644098,2.454466852216752
93,0.7717370257074778,7.538543364788359,2.4585762300370995
