Frame,Player,Pelvis x,Pelvis y,Pelvis z,Left Hip x,Left Hip y,Left Hip z,Right Hip x,Right Hip y,Right Hip z,Spine1 x,Spine1 y,Spine1 z,Left Knee x,Left Knee y,Left Knee z,Right Knee x,Right Knee y,Right Knee z,Spine2 x,Spine2 y,Spine2 z,Left Ankle x,Left Ankle y,Left Ankle z,Right Ankle x,Right Ankle y,Right Ankle z,Spine3 x,Spine3 y,Spine3 z,Left Foot x,Left Foot y,Left Foot z,Right Foot x,Right Foot y,Right Foot z,Neck x,Neck y,Neck z,Left Collar x,Left Collar y,Left Collar z,Right Collar x,Right Collar y,Right Collar z,Head x,Head y,Head z,Left Shoulder x,Left Shoulder y,Left Shoulder z,Right Shoulder x,Right Shoulder y,Right Shoulder z,Left Elbow x,Left Elbow y,Left Elbow z,Right Elbow x,Right Elbow y,Right Elbow z,Left wrist x,Left wrist y,Left wrist z,Right Wrist x,Right Wrist y,Right Wrist z,Left Index1 x,Left Index1 y,Left Index1 z,Right Index1 x,Right Index1 y,Right Index1 z
0,2,-2.8878875,0.021152748,-0.6870056,-0.184471,0.05245838,0.0726471,-0.4598354,0.05701146,-0.08460451,0.3678869,0.026600163,-0.03805962,0.53090334,-0.036137592,-0.035813604,0.21159679,0.053938065,0.02698725,0.021468109,-0.0068810205,0.073273666,-0.040802978,0.12473798,-0.13575004,0.19832951,-0.07107961,0.27458385,0.028444298,0.009412863,0.023795033,-0.1563784,0.060116146,0.252427,-0.17878717,-0.049893614,-0.3726142,-0.26073322,-0.10663304,0.083876155,0.004800157,-0.1741431,-0.11347449,-0.042894173,0.23844813,0.22995287,-0.15082859,-0.15849943,0.030650897,0.100886285,-0.22413048,-0.8074891,0.01783888,0.3817989,0.95893925,0.095651224,-1.4572874,0.41462952,-0.13143712,1.5329641,-0.5823227,-0.028099852,-0.16260345,0.28998384,-0.092254005,0.14151108,-0.33557904,-0.13145228,-0.08021267,-0.20608006,-0.12182919,0.08291613,0.19971523
1,2,-2.8938206500000003,0.021344012,-0.6776546,-0.18908252,0.051097856999999997,0.069122705,-0.45729024,0.0564340025,-0.083751407,0.36736420999999997,0.027443877,-0.038449063000000006,0.5391646699999999,-0.034678558,-0.0365261755,0.211264885,0.0544562935,0.026692241,0.0218201235,-0.00554561525,0.072116393,-0.03985406649999999,0.12485262,-0.135955245,0.201962615,-0.071268427,0.27637704,0.0288969995,0.0098003785,0.023211185000000002,-0.15598520500000002,0.059718581,0.250557245,-0.179994435,-0.049342842,-0.37326817,-0.263176025,-0.102826697,0.0820232125,0.005410276,-0.17224604500000001,-0.112654315,-0.040474044,0.23640070000000002,0.23129639000000002,-0.15148715000000001,-0.155611645,0.029727696499999998,0.1026607025,-0.22171043000000001,-0.802237,0.023261208,0.37849065000000004,0.958197445,0.096567967,-1.46455645,0.41269484,-0.124127975,1.5287685500000001,-0.57452663,-0.0290878455,-0.16524881000000002,0.28906154500000003,-0.0915936305,0.14303755,-0.3328276,-0.13052534,-0.079606325,-0.20429217500000002,-0.12214916,0.082314705,0.19812802499999999
2,2,-2.90972365,0.015263376499999998,-0.65139052,-0.17960778,0.050289372,0.069525205,-0.44746779000000003,0.0562438185,-0.076422317,0.35855291,0.0253512595,-0.040332757999999996,0.53174145,-0.0365275835,-0.0340609355,0.207721315,0.0573199725,0.024983633499999998,0.023710425,-0.0056752925,0.07042511,-0.0341354225,0.12638653,-0.137283305,0.20475922000000002,-0.070126627,0.276862615,0.0341959005,0.008602031999999999,0.023637566,-0.154791705,0.058270806499999994,0.244194725,-0.177833395,-0.053858395,-0.36789006,-0.254585555,-0.100314542,0.086568402,0.0131829205,-0.16140158500000001,-0.113738475,-0.0335334875,0.225378815,0.231132775,-0.150121435,-0.14856789999999997,0.0376879965,0.109912955,-0.21524405000000002,-0.8138307,0.025390277,0.38044472500000004,0.9742937700000001,0.099965365,-1.4650694,0.40889535499999996,-0.116789115,1.4985041,-0.5673650800000001,-0.0346706245,-0.167635055,0.28428319,-0.086635936,0.141839675,-0.32591408,-0.126843375,-0.07811277999999999,-0.19801689,-0.11946965,0.07955891,0.19149914
3,2,-2.91991245,0.008171829,-0.63281012,-0.16969821000000002,0.050235895,0.0756234825,-0.44263019,0.0576152635,-0.06886450499999999,0.35174685,0.022521209,-0.042234677,0.52369165,-0.039900126499999994,-0.031616944,0.20676186,0.0602467785,0.024451267999999998,0.024105951,-0.007702778,0.0696737,-0.0294320805,0.126861045,-0.13918966,0.20280023,-0.0677411225,0.27545281499999996,0.039013967,0.0067354919,0.024915717,-0.15585305,0.057919675500000004,0.24155242,-0.17543958999999998,-0.05865224,-0.36372420000000005,-0.24399442999999998,-0.10288728,0.094464734,0.018897420999999998,-0.153130605,-0.11577591500000001,-0.029966075000000002,0.21557114,0.22800862,-0.14715920500000002,-0.14415041,0.0488742945,0.11360185,-0.214780855,-0.83096552,0.02257236,0.385505925,0.9913462,0.09976305499999999,-1.4613667499999998,0.410523225,-0.115361935,1.47704385,-0.5689789000000001,-0.03936614,-0.166720965,0.281150805,-0.083150518,0.13903895500000002,-0.321457275,-0.12453101999999999,-0.07746411,-0.194306515,-0.116661793,0.077604175,0.18726522
4,2,-2.9116217,0.0128779705,-0.644500615,-0.173164755,0.0483212635,0.0772916675,-0.44284679,0.057684705,-0.068347355,0.35410869,0.0254238565,-0.04232231,0.52890145,-0.0417675,-0.032307601,0.209097595,0.057401562,0.026043835,0.026442544499999998,-0.0072272892499999995,0.0714659,-0.030765082,0.125154775,-0.14076825,0.1968242,-0.0673411325,0.271756965,0.038216301999999994,0.0079781564,0.0249825365,-0.158879285,0.058069722000000004,0.24815755,-0.1763111,-0.05948782,-0.36447614500000003,-0.24627661,-0.10624320500000001,0.09198619699999999,0.0157690685,-0.15437726000000002,-0.10876559499999999,-0.0333201515,0.22001807499999998,0.226448215,-0.151653745,-0.153812895,0.042795699,0.1116098675,-0.21940573000000002,-0.824664355,0.021786121,0.387777565,0.98647203,0.10751363,-1.5043974,0.426670975,-0.115187115,1.5261466000000001,-0.58394068,-0.037387623,-0.16868471499999999,0.28602916,-0.09115946,0.14197597,-0.32600212500000003,-0.12582685999999998,-0.07800459500000001,-0.197577045,-0.116078753,0.078784955,0.1898574
5,2,-2.9069231,0.0167110985,-0.654283415,-0.17448695,0.048714814999999995,0.075751435,-0.43940161,0.0573310525,-0.068030708,0.35701245,0.0278017915,-0.041295521,0.52605188,-0.042311023,-0.033197500000000005,0.20982264,0.055215834000000005,0.026691747000000002,0.029155196,-0.007079457250000001,0.07217239,-0.0321544245,0.126034205,-0.141595745,0.192468815,-0.068082275,0.2685997,0.03649997,0.009295326,0.0246307395,-0.15988407,0.0563180775,0.2534945,-0.176553355,-0.05993015,-0.364486565,-0.24734793500000002,-0.10882699,0.08781014000000001,0.015178944,-0.15527058500000002,-0.1038649225,-0.0368993315,0.22793613499999998,0.22138974,-0.15857752,-0.160277485,0.03613458,0.1144264675,-0.21305890500000002,-0.818448635,0.019179203,0.39287134,0.9781341800000001,0.120881375,-1.5066838,0.42605786,-0.11439221499999999,1.5489296000000001,-0.5852784799999999,-0.030775041500000003,-0.168533245,0.28930037,-0.096789955,0.143366055,-0.3290628,-0.129084475,-0.07781816999999999,-0.200231895,-0.11513430999999999,0.07951313,0.19118116
6,2,-2.920619,-0.00834893295,-0.64503135,-0.168439805,0.052778583000000004,0.080397,-0.43596416,0.0538210465,-0.06228064950000001,0.3530869,0.0230497015,-0.0429298205,0.516563595,-0.040053781,-0.033707034,0.21392663,0.052428378,0.026238174500000003,0.0283032165,-0.011619032500000001,0.06996366500000001,-0.032840760499999996,0.12821998,-0.140318105,0.18868057,-0.06886548,0.26797738,0.035792125,0.0050893396,0.0261774965,-0.160638295,0.057739174000000004,0.24949407,-0.17308961499999997,-0.058537881,-0.36552377999999996,-0.235071025,-0.107964675,0.09197964,0.0102400795,-0.16713887500000002,-0.1084484575,-0.034550061,0.22047355000000002,0.22035277,-0.150959925,-0.153642205,0.05407350700000001,0.09769169,-0.23627922,-0.8150156500000001,0.0230138785,0.37742491499999997,0.98864705,0.096464925,-1.4506958,0.413145835,-0.11863365749999999,1.4686259000000002,-0.5617311,-0.033070405,-0.163580045,0.28455596,-0.09473881,0.136427625,-0.32021645,-0.12957591499999999,-0.07716764,-0.20038012,-0.116342347,0.079912665,0.19281185
7,2,-2.9242501,0.0049501864500000005,-0.64643535,-0.158459545,0.0550279965,0.08734287,-0.43538589,0.0469488335,-0.060849306500000006,0.35004857,0.0194225845,-0.045273851500000004,0.520476915,-0.039281043,-0.0346379545,0.22184405000000001,0.043276919,0.0269200265,0.029525255,-0.015249196,0.06969566499999999,-0.038009879999999996,0.1262029975,-0.13822106499999998,0.18187114999999998,-0.06888398000000001,0.26657586,0.0338535575,0.00123938725,0.027718081,-0.16285001,0.0621140815,0.246721915,-0.17132098,-0.0599069295,-0.36733815999999997,-0.22864352,-0.10775826,0.096451885,0.00297207895,-0.180833355,-0.111515593,-0.033271322,0.21149003500000002,0.22464356,-0.14457472999999998,-0.15428920000000002,0.06927241,0.07550805,-0.26830221,-0.811758,0.0253946315,0.36084154,1.00266755,0.069702035,-1.4414684,0.42282062499999995,-0.1283324975,1.45548305,-0.5703701,-0.0376757345,-0.16136956,0.28150144,-0.102090225,0.134205475,-0.31588764999999996,-0.12768961499999998,-0.0772320775,-0.201366535,-0.116121597,0.08110975000000001,0.196304165
8,2,-2.91347645,0.011784678,-0.6673502,-0.16403588000000002,0.0537245285,0.091304465,-0.44627864,0.045923882,-0.068065265,0.359844565,0.0211421485,-0.0442809965,0.551107415,-0.040148423,-0.0368559965,0.23701337,0.038818735,0.029935199500000002,0.0301559975,-0.013900290499999999,0.07218493000000001,-0.0470531375,0.1233424875,-0.13716376,0.175192305,-0.068332165,0.265132505,0.0304378425,0.0028221768,0.027939969000000002,-0.16639061,0.063951625,0.253659235,-0.17596019499999999,-0.0629776635,-0.37212911000000004,-0.241205735,-0.11958616,0.098480967,0.00175078455,-0.185157985,-0.112237636,-0.038546201,0.22174683,0.22393413,-0.15497982999999999,-0.16799737,0.06709474300000001,0.07541162700000001,-0.26657111,-0.81831063,0.0157246035,0.368055935,0.997521485,0.074624517,-1.4670733999999999,0.44149993499999995,-0.13500867500000002,1.519822,-0.5999261,-0.035258338,-0.161389445,0.28458898,-0.11087224,0.13834343999999998,-0.32185451,-0.128848695,-0.0785398425,-0.20550817500000002,-0.115189563,0.082203955,0.199470495
9,2,-2.9092717500000003,0.015159780500000001,-0.68157535,-0.17074283,0.0520727765,0.094212315,-0.455402475,0.047808562,-0.07181491500000001,0.366410495,0.0219982375,-0.0432767665,0.568731815,-0.041493756500000006,-0.037636710000000004,0.247530745,0.0396985985,0.03186813350000001,0.02941927,-0.012613694,0.07385330500000001,-0.051043378,0.122703485,-0.137050545,0.17134685,-0.06813617,0.264212025,0.02935753,0.0041638831500000004,0.0283038655,-0.168872525,0.064070295,0.25858365,-0.178608035,-0.063950322,-0.3751945,-0.24814302500000002,-0.12944676,0.100219122,0.00151723795,-0.18765068000000001,-0.11182997,-0.041505375,0.2305635,0.22254592,-0.162085775,-0.17708835,0.066243548,0.077432897,-0.264642975,-0.82420081,0.009039319,0.3737354,0.99238077,0.078669552,-1.4835053,0.45059490999999996,-0.13811611499999998,1.5376319500000002,-0.6093148850000001,-0.0354398135,-0.16139181,0.28676978,-0.11199155999999999,0.139231035,-0.32486022999999997,-0.129814245,-0.07953338,-0.20842634999999998,-0.11575909300000001,0.0826949125,0.20114252
