frame,pelvis x,pelvis y
0,975.5088,216.9513
1,974.8113,217.02429
2,975.61456,217.02467
3,975.6349,217.01419
4,975.82367,217.05847
5,975.05676,216.99326
6,974.2918,216.98802
7,977.10956,217.10773
8,976.902,217.18443
9,974.3555,217.12572
10,974.14233,217.13045
11,974.5685,217.15332
12,973.37616,217.02911
13,975.3178,217.13469
14,976.28033,217.14635
15,975.6242,217.15826
16,978.4005,217.31981
17,972.6954,217.17757
18,972.3158,217.15839
19,972.6465,217.14157
20,973.1181,217.12871
21,973.53613,217.1211
22,973.1755,217.18
23,971.9816,217.30498
24,970.803,217.32993
25,970.4509,217.35258
26,974.67285,217.59134
27,969.0,217.42314
28,971.2594,217.57686
29,968.8459,217.60834
30,971.7546,217.71751
31,971.67255,217.69455
32,969.2494,217.52579
33,969.4199,217.5191
34,969.3121,217.47916
35,970.9465,217.52895
36,970.3466,217.531
37,970.33466,217.5576
38,972.1744,217.60335
39,972.46686,217.6094
40,972.4547,217.44688
41,969.4131,217.26427
42,971.17346,217.12836
43,972.2506,216.87648
44,969.59625,216.54979
45,969.5359,216.52736
46,964.72394,216.343
47,965.5961,215.38214
48,964.5223,213.45406
49,972.31824,211.98045
50,976.7828,207.20717
51,976.84454,207.20146
52,978.77783,204.85805
53,980.77277,204.74353
54,975.43896,204.69392
55,962.2622,205.49455
56,945.7291,208.64587
57,945.879,208.60309
58,931.0967,212.5227
59,927.99835,217.4519
60,916.128,222.03804
61,911.6337,227.92386
62,900.9822,233.48833
63,901.0372,233.4626
64,890.7729,240.23207
65,882.21136,243.35777
66,885.66785,247.59439
67,890.63654,252.89859
68,888.355,255.77686
69,888.4228,255.73912
70,889.3271,259.04904
71,879.5567,262.01605
72,872.3153,263.7968
73,867.80005,266.74985
74,865.5122,268.59183
75,866.08685,268.56964
76,870.96277,270.82782
77,871.1822,270.70535
78,871.8138,269.35013
79,873.1388,268.34344
80,875.7558,268.49323
81,875.69507,268.4507
82,882.8065,269.1293
83,883.1433,269.07413
84,894.6348,269.4052
85,898.12305,270.98465
86,911.928,272.5689
87,911.97284,272.56287
88,914.9716,271.04022
89,920.0379,269.47446
90,927.5128,267.51117
91,928.301,265.7675
92,930.6577,262.94666
93,932.2253,262.02762
94,947.4764,262.1599
95,943.26,261.60663
96,945.6172,263.04575
97,950.923,263.42136
98,963.377,266.04272
99,963.7028,266.09106
100,977.1467,268.11325
