frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,1041.0249,427.54956,1045.1434,423.43103,1036.9064,423.43103,1051.3213,425.4903,1030.7285,425.4903,1063.6769,441.96448,1024.5508,448.14227,1078.0918,470.79425,1014.25433,481.09058,1073.9733,491.38696,1024.5508,485.20917,1059.5583,495.5055,1032.7878,497.56476,1063.6769,540.80945,1036.9064,538.7502,1059.5583,571.69855,1038.9656,592.29126
1,1040.9874,427.6504,1045.1023,423.53546,1036.8724,423.53546,1051.2747,425.5929,1030.7001,425.5929,1063.6195,442.05267,1024.5276,448.22504,1078.0219,470.85724,1014.24023,481.14453,1073.9069,491.4319,1024.5276,485.25946,1059.5045,495.5468,1032.7574,497.6043,1063.6195,540.8111,1036.8724,538.75366,1059.5045,571.67316,1038.9299,592.2478
2,1041.1519,427.72583,1045.261,421.562,1037.0425,423.61658,1051.4248,425.6712,1030.8787,425.6712,1063.7524,442.1081,1024.7148,448.2719,1078.1348,470.87262,1014.44183,481.1457,1074.0256,491.41876,1024.7148,485.25488,1059.6433,495.52795,1032.9333,497.58258,1063.7524,540.7294,1037.0425,538.67474,1059.6433,571.5485,1039.0972,592.0946
3,1041.2041,427.34033,1045.3177,423.22675,1037.0905,423.22675,1051.4882,425.2835,1030.9202,425.2835,1063.8289,443.79474,1024.7498,447.90833,1078.2264,472.5899,1014.46576,480.81714,1074.1129,491.10114,1024.7498,484.93073,1059.7153,495.21472,1032.9769,497.27155,1063.8289,540.4643,1037.0905,538.40753,1059.7153,571.31635,1039.1473,591.88434
4,1041.3027,427.17352,1045.4177,423.05847,1037.1876,423.05847,1051.5902,425.11597,1031.0151,425.11597,1063.9353,443.6336,1024.8425,447.74866,1078.3379,472.43884,1014.555,480.66888,1074.2229,490.95642,1024.8425,484.78394,1059.8203,495.07147,1033.0726,497.12903,1063.9353,540.3368,1037.1876,538.2793,1059.8203,571.1995,1039.2451,591.77466
5,1041.5055,427.28696,1045.6154,423.1771,1037.3956,423.1771,1051.7802,425.23203,1031.231,425.23203,1066.1646,443.7263,1025.0662,447.83615,1078.494,472.49515,1014.7916,480.7148,1074.3842,490.9894,1025.0662,484.82468,1059.9998,495.09927,1033.2859,497.1542,1064.1096,538.25256,1037.3956,538.25256,1059.9998,571.1312,1037.3956,593.73535
6,1041.5015,427.35455,1045.606,421.19775,1037.3969,423.25006,1051.7627,425.3023,1031.2401,425.3023,1066.1285,443.77264,1025.0834,447.8772,1078.4421,472.50433,1014.822,480.71338,1074.3376,490.97467,1025.0834,484.81787,1059.9718,495.07922,1033.2924,497.13147,1064.0763,538.1767,1037.3969,538.1767,1059.9718,571.0129,1037.3969,593.58777
7,1039.6041,427.8816,1045.7396,421.7461,1037.559,423.79126,1051.8751,425.83643,1031.4235,425.83643,1064.1461,442.1978,1025.2878,446.28815,1078.4624,470.83026,1015.062,481.0561,1074.3721,491.28198,1025.2878,485.14648,1060.0558,497.41748,1033.4686,499.46265,1064.1461,538.321,1037.559,538.321,1060.0558,571.04376,1037.559,593.54065
8,1041.6699,425.87842,1045.7574,421.79083,1037.5823,421.79083,1051.8889,423.8346,1031.4509,425.87842,1064.1516,442.22876,1025.3196,446.31635,1078.4583,470.84192,1015.10065,481.06085,1074.3706,493.3236,1025.3196,485.14844,1060.0641,495.36743,1035.5386,497.4112,1064.1516,538.2871,1037.5823,538.2871,1060.0641,570.9878,1037.5823,593.46954
9,1039.5128,427.65714,1045.6809,421.48898,1037.4567,423.545,1051.8491,423.545,1031.2886,425.6011,1064.1855,442.0496,1025.1204,446.1617,1078.5779,472.89053,1016.8961,479.0587,1072.4098,495.50717,1025.1204,485.2269,1060.0734,495.50717,1033.3446,497.56326,1064.1855,538.68445,1037.4567,540.7405,1058.0173,569.5254,1037.4567,592.1421
10,1040.8715,426.80127,1044.929,422.74377,1036.814,422.74377,1051.0151,424.77252,1032.7565,424.77252,1065.2164,443.0312,1024.6415,447.08868,1079.4176,473.46234,1016.5266,479.54858,1075.3601,493.74976,1024.6415,485.63483,1059.1301,493.74976,1034.7853,495.7785,1063.1876,538.38214,1034.7853,536.3534,1059.1301,570.842,1036.814,591.12946
11,1041.2135,426.54678,1045.1832,422.57712,1037.2439,422.57712,1051.1378,424.56192,1033.2742,424.56192,1065.0317,444.41043,1025.3347,446.3953,1078.9257,476.168,1015.4105,480.13766,1074.9559,496.01645,1025.3347,486.0922,1059.0771,492.04678,1035.259,492.04678,1063.0469,537.69824,1029.3044,539.6831,1059.0771,571.4407,1035.259,591.2892
12,1041.1967,426.6208,1045.1653,422.65216,1037.228,422.65216,1053.1024,424.63647,1033.2594,424.63647,1065.0082,444.47943,1025.3223,446.46375,1078.8983,476.2282,1015.4008,480.19684,1074.9297,496.07123,1025.3223,486.14972,1059.0553,492.1026,1035.2438,492.1026,1063.0239,537.74146,1029.2909,539.72577,1059.0553,571.47455,1035.2438,591.3175
13,1041.4478,429.23776,1045.4933,425.19223,1037.4022,425.19223,1051.5616,425.19223,1033.3567,427.215,1065.721,447.44266,1025.2656,449.46542,1077.8575,477.78415,1013.129,477.78415,1075.8347,500.03458,1021.2201,483.85245,1059.6527,493.96628,1033.3567,495.98904,1061.6754,540.48987,1025.2656,540.48987,1057.6299,572.8541,1035.3795,591.0591
14,1041.5719,429.9162,1045.6251,423.8363,1037.5186,425.8629,1051.705,427.88953,1031.4387,427.88953,1063.8647,448.15588,1025.3588,448.15588,1078.0513,480.58197,1009.14575,476.5287,1076.0245,504.90155,1015.2256,482.60858,1057.7849,496.79504,1031.4387,496.79504,1061.8381,541.3809,1021.30554,543.40753,1057.7849,573.807,1037.5186,585.9668
15,1039.4387,428.1665,1045.5151,424.11554,1035.3878,424.11554,1051.5917,426.14105,1031.3368,428.1665,1061.719,450.44678,1023.2348,450.44678,1075.8973,480.82898,1005.00555,472.72705,1075.8973,503.1093,1009.05646,480.82898,1057.6681,503.1093,1029.3114,503.1093,1061.719,541.5934,1019.1839,547.66986,1059.6936,571.97565,1041.4642,580.0775
16,1038.9327,427.61835,1043.0092,423.54193,1034.8563,423.54193,1049.1238,427.61835,1030.7799,427.61835,1059.3148,450.0385,1020.58905,450.0385,1073.5822,482.64972,998.1689,470.42053,1073.5822,503.03174,1008.3598,480.6115,1055.2384,507.1081,1028.7418,509.1463,1061.3529,551.9485,1022.62726,556.0249,1061.3529,572.3305,1045.0474,582.5215
17,1039.7488,429.39056,1043.883,425.2563,1035.6145,425.2563,1050.0846,427.32343,1029.4131,429.39056,1058.3531,452.1292,1019.0773,450.06207,1070.7561,483.13647,992.20435,466.59924,1072.8232,499.67365,994.2715,472.80072,1054.2189,507.94226,1029.4131,507.94226,1058.3531,559.621,1025.2788,559.621,1064.5546,569.9567,1048.0175,586.4939
18,1039.8756,429.35474,1044.0071,425.22327,1035.7441,425.22327,1050.2043,427.289,1029.5469,429.35474,1058.4673,452.07788,1019.2182,450.01215,1070.8617,483.06403,992.3636,466.5381,1072.9275,499.5899,994.4294,472.7353,1054.3358,507.8529,1027.4812,507.8529,1058.4673,559.49646,1025.4154,559.49646,1064.6646,569.82513,1048.1385,586.3511
19,1040.0807,429.9898,1044.1554,425.91504,1036.0059,425.91504,1050.2676,427.95245,1027.8562,429.9898,1056.3799,454.4386,1019.70667,448.32642,1068.6042,482.96222,995.2578,460.55084,1072.679,499.2614,989.1456,464.6256,1050.2676,509.44836,1027.8562,507.411,1054.3424,560.3834,1025.8188,560.3834,1064.5294,570.5704,1048.2302,582.7948
20,1039.1733,430.9702,1043.1796,426.964,1037.1702,426.964,1049.189,430.9702,1029.1577,428.9671,1055.1982,457.01074,1021.1453,448.99823,1067.2169,489.06055,1003.1174,453.00452,1065.2139,495.0699,985.0893,457.01074,1049.189,507.08856,1027.1547,507.08856,1047.1858,559.16956,1027.1547,559.16956,1061.2076,579.2007,1047.1858,583.2069
21,1041.2736,431.01566,1045.329,428.98795,1037.218,426.96017,1049.3845,431.01566,1029.107,431.01566,1055.4678,457.3765,1020.996,447.2377,1063.5789,483.73727,1000.7185,449.26547,1069.6621,491.8483,980.4409,453.32095,1049.3845,512.12585,1025.0515,510.09805,1043.3013,554.7086,1029.107,564.8474,1049.3845,595.2637,1047.3568,581.06946
22,1041.1221,433.47098,1047.2621,429.37766,1039.0754,429.37766,1049.3087,431.42435,1030.8887,431.42435,1053.4021,460.07767,1020.6554,447.7977,1059.5421,486.68436,1004.282,445.751,1065.6821,490.77774,979.72205,445.751,1047.2621,513.29114,1022.702,513.29114,1039.0754,550.1311,1030.8887,568.55115,1045.2155,601.29785,1049.3087,584.92444
23,1043.7462,435.2335,1047.97,431.0098,1041.6344,431.0098,1050.0818,433.12167,1031.0751,431.0098,1052.1936,460.57578,1020.5159,447.90463,1054.3055,488.02994,999.3973,443.68094,1062.7529,492.25363,974.055,441.56906,1043.7462,511.26035,1020.5159,513.3722,1037.4106,549.2737,1028.9633,566.1686,1039.5225,608.40564,1047.97,574.61597
24,1044.038,435.43723,1048.2562,431.21896,1039.8197,431.21896,1050.3654,433.3281,1031.383,431.21896,1052.4746,460.74698,1020.8374,448.09213,1054.5837,486.05673,999.74585,443.8738,1060.9111,492.3842,974.43616,441.76468,1044.038,511.3665,1020.8374,513.4757,1037.7106,549.3312,1029.2739,566.20435,1039.8197,608.3872,1048.2562,574.64087
25,1044.5005,437.2224,1048.594,433.12885,1040.4069,433.12885,1050.6407,437.2224,1032.2197,435.1756,1048.594,463.83057,1019.9391,449.50305,1050.6407,496.57904,997.42444,443.36273,1046.5472,478.15802,970.8163,437.2224,1040.4069,515.00006,1017.89233,517.0469,1038.3601,555.9357,1028.1262,564.12286,1036.3134,611.19885,1044.5005,574.35675
26,1044.437,442.99164,1048.538,438.89075,1042.3866,436.84033,1050.5884,442.99164,1032.1344,440.94122,1048.538,467.59686,1017.78143,453.24384,1044.437,496.30298,987.02484,442.99164,1044.437,479.89948,966.52057,434.78992,1040.3362,514.7569,1015.731,514.7569,1036.2354,566.0178,1021.88226,561.91693,1034.1849,613.1779,1044.437,576.27
27,1045.0426,449.15646,1047.2048,446.9943,1040.7184,444.83212,1049.367,451.31863,1029.9075,444.83212,1047.2048,475.1024,1016.9345,457.80508,1045.0426,488.07535,988.82635,444.83212,1040.7184,490.23752,967.2048,431.85916,1038.5562,524.83215,1014.7724,524.83215,1036.394,574.5619,1021.25885,565.9132,1032.0697,619.96716,1038.5562,583.21045
28,1042.954,458.56342,1045.3899,453.69177,1038.0824,451.25592,1045.3899,458.56342,1028.339,453.69177,1042.954,482.9217,1016.1599,465.8709,1035.6465,502.40833,991.80164,448.82007,1040.5182,509.71582,967.44336,431.7693,1035.6465,531.6383,1011.2882,529.20245,1033.2107,580.35486,1011.2882,575.4832,1028.339,631.5073,1035.6465,590.0982
29,1038.569,466.06033,1042.5159,464.08688,1036.5956,462.11343,1044.4894,466.06033,1026.7283,464.08688,1040.5425,489.74173,1014.88763,473.95413,1038.569,505.52933,993.17975,454.21964,1032.6487,509.47623,969.49835,436.4586,1034.6221,537.10455,1010.94073,539.078,1032.6487,578.547,1005.02045,586.4408,1026.7283,633.8035,1034.6221,590.3877
30,1038.5793,466.13986,1042.5223,462.19693,1036.6079,462.19693,1044.4938,466.13986,1026.7505,464.16837,1040.5508,489.79758,1014.9217,475.99722,1038.5793,505.56937,993.23553,454.311,1032.6649,509.5123,969.5778,436.56772,1034.6364,537.113,1010.9787,537.113,1032.6649,578.514,1005.0643,586.39984,1026.7505,633.7153,1034.6364,590.34283
31,1035.9463,473.83063,1040.0134,469.7635,1033.9127,469.7635,1040.0134,473.83063,1023.7448,469.7635,1040.0134,502.30066,1015.6104,483.99847,1029.8456,512.4685,995.2747,461.62915,1019.67755,510.43494,970.8719,441.29346,1035.9463,542.9721,1009.5097,547.03925,1029.8456,573.4757,999.34186,595.845,1027.812,630.4157,1035.9463,595.845
