frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,960.3117,410.00116,962.58405,405.45654,955.76715,405.45654,971.6733,405.45654,953.4948,407.72888,983.0347,428.17957,948.95026,430.45184,998.94086,459.99176,939.861,448.63025,992.12396,484.98706,935.31647,466.80865,983.0347,484.98706,962.58405,487.25934,980.7624,541.79456,969.40094,541.79456,976.21783,598.60205,989.8516,578.1513
1,960.27435,410.04825,962.55023,405.49655,955.7226,405.49655,971.6535,405.49655,953.44684,407.77243,983.0328,428.25497,948.8951,430.5308,998.96356,460.11673,939.7918,451.0134,992.13605,485.15097,935.24005,466.94424,983.0328,485.15097,962.55023,487.4268,980.7569,542.047,969.37775,542.047,976.20526,598.943,989.8603,578.46045
2,960.29486,410.29404,962.5683,405.74722,955.7481,405.74722,971.6619,405.74722,951.20123,408.0206,983.029,428.4813,948.9279,430.75467,998.9428,458.0356,939.8343,451.21536,992.1226,485.3165,935.2874,467.12924,983.029,485.3165,962.5683,487.58987,980.75555,542.15173,969.3886,542.15173,976.2088,598.98694,989.8492,578.52625
3,959.9468,410.00244,962.2195,405.4571,955.40137,405.4571,971.3102,405.4571,953.12866,407.7298,982.6736,428.1839,948.5834,430.4566,1000.855,457.72876,939.49255,448.63806,991.7643,485.00098,934.94727,466.81952,982.6736,485.00098,962.2195,487.27368,980.4009,541.81805,969.0375,544.0907,975.85547,598.63513,989.4916,578.18097
4,959.9093,409.96503,962.18225,405.41925,955.3635,405.41925,971.2738,405.41925,953.0907,407.69214,982.6383,428.1482,950.81775,430.42114,1000.82153,457.69592,939.45325,448.6043,991.72986,484.9707,934.9075,466.78748,982.6383,484.9707,962.18225,487.2436,980.3655,541.7931,969.001,544.06604,975.8196,598.6156,989.45703,578.1595
5,959.786,410.04807,962.05615,405.5079,955.24585,405.5079,971.1365,405.5079,952.9758,407.77798,982.4868,428.20865,950.7057,430.47873,998.3773,457.7197,939.35535,448.63937,991.56714,484.9606,934.8152,466.80002,982.4868,484.9606,962.05615,487.23068,980.2168,541.7125,971.1365,543.98267,977.94666,598.4645,989.2971,578.0338
6,959.6208,410.29492,961.8897,405.75702,955.0828,405.75702,970.9655,405.75702,950.545,408.026,982.31036,428.44653,950.545,430.7155,998.19293,457.94293,939.20026,448.86713,991.38617,485.17035,934.6623,467.01874,982.31036,485.17035,964.1586,487.43933,980.0413,544.16315,970.9655,546.43207,977.7724,598.618,989.1171,578.1974
7,959.3621,410.17337,961.63226,405.6329,954.8216,405.6329,970.7132,405.6329,952.55133,407.9031,982.0644,428.33517,950.2812,430.60538,997.9559,457.8481,938.93,448.76724,991.1452,485.09085,934.3896,466.92905,984.33453,485.09085,963.9025,487.3611,979.7941,544.1167,970.7132,546.38696,977.52386,598.6022,988.87506,578.17017
8,959.24097,410.62656,961.50635,406.0958,954.7102,406.0958,970.5679,406.0958,952.44495,408.36118,984.16003,426.4841,950.17957,431.01486,997.7522,458.19925,938.85266,449.13773,990.95605,485.38358,934.322,464.99533,984.16003,485.38358,963.7717,487.64896,979.6293,544.2831,970.5679,546.54846,977.3639,598.65186,988.6908,578.26355
9,958.878,410.36835,961.1452,405.83398,954.3437,405.83398,970.2138,405.83398,952.0765,408.1012,981.54974,428.50568,949.8094,430.77283,997.41986,457.97888,938.4736,448.91022,990.61835,485.18488,933.93915,464.7804,983.81683,485.18488,963.4123,487.45203,979.28253,541.8641,970.2138,544.1312,977.0153,600.8104,988.35126,578.1388
