frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,914.8639,616.645,912.28076,614.062,917.4469,611.4789,912.28076,616.645,935.52844,614.062,907.1146,645.05884,951.027,639.8927,881.2838,647.64197,976.85767,652.8081,891.6161,626.9773,956.1931,655.39124,920.03,722.55115,951.027,722.55115,912.28076,771.62964,945.8607,774.21277,920.03,812.95886,935.52844,820.7081
1,914.88293,616.6151,912.303,614.03516,917.4629,611.4552,912.303,616.6151,935.5226,614.03516,907.14307,644.9945,951.0022,639.8346,881.3436,647.57446,979.3817,652.7344,891.6634,626.93494,956.1621,655.31433,920.04285,722.39307,951.0022,722.39307,912.303,771.412,945.8423,773.99194,920.04285,812.6913,935.5226,820.431
2,908.59326,617.63007,911.22205,612.37256,921.73694,609.74384,911.22205,617.63007,937.5094,615.0013,905.9646,641.28864,953.28174,641.28864,884.9347,641.28864,979.5691,651.8036,892.8209,620.2588,961.16797,638.6599,919.1083,720.15063,950.6531,720.15063,911.22205,770.09656,945.3955,772.7253,916.4795,814.78503,937.5094,820.0425
3,909.0315,619.12714,909.0315,611.3524,921.98926,611.3524,911.62305,616.5355,937.5387,613.944,906.43994,645.0428,953.088,639.8596,885.7074,637.26807,984.1869,650.2259,898.6653,611.3524,963.45435,639.8596,919.3977,720.1981,950.49646,720.1981,911.62305,772.0294,945.31335,772.0294,916.80615,816.086,937.5387,821.26917
4,921.76794,622.0138,911.40015,611.64606,924.35986,614.238,911.40015,616.8299,934.72754,616.8299,906.2163,642.7493,952.8712,640.15735,888.0727,634.9735,986.5664,650.52515,901.03235,606.46216,965.8308,640.15735,916.584,720.5075,947.68726,720.5075,908.8082,772.3463,945.09534,772.3463,913.99207,819.0012,937.3196,821.59314
5,921.70544,619.49854,911.34656,611.7294,924.29504,614.3191,911.34656,616.9088,934.65393,616.9088,906.1671,642.8059,952.782,640.2162,888.0391,635.03674,986.44824,650.5751,900.9877,606.5499,965.7306,640.2162,916.526,720.49744,947.60254,720.49744,908.75684,772.2916,945.0128,772.2916,913.9363,818.9065,937.24365,821.4962
6,915.371,620.1976,912.7595,612.3629,925.81714,612.3629,912.7595,614.9745,933.65173,617.586,904.9249,643.7014,949.32104,641.08984,886.6441,633.25525,985.88257,651.536,899.7018,604.5283,991.1056,651.536,915.371,722.04755,946.7095,722.04755,907.5364,771.6668,944.0979,774.2783,910.14795,823.8976,936.2633,821.2861
7,912.9003,620.30225,912.9003,612.4481,925.99054,609.83014,912.9003,615.06616,933.84454,617.6842,905.0463,643.86444,949.5527,641.2464,886.7201,633.39233,988.82306,656.9546,899.81024,604.59406,986.205,654.33655,915.5184,719.7872,946.93463,719.7872,907.66437,774.7657,944.3167,774.7657,907.66437,824.5082,936.4626,821.89014
8,911.21655,618.7694,911.21655,610.9802,926.79504,608.3838,911.21655,616.173,934.5842,616.173,903.42737,644.7335,950.1627,644.7335,885.25244,636.9442,983.9159,657.71545,898.2345,610.9802,991.7052,665.50476,916.4093,722.62573,947.5663,722.62573,906.0237,777.15027,944.96985,774.55383,906.0237,829.07837,937.18066,821.2892
9,905.606,620.10864,905.606,614.96814,928.7386,612.3978,910.74664,620.10864,933.8792,620.10864,903.0358,645.8115,949.30084,645.8115,882.4735,643.2412,982.71454,663.80347,895.3249,614.96814,992.99567,671.5144,915.88715,722.92004,946.73065,722.92004,905.606,779.4663,946.73065,774.3257,905.606,833.44226,939.0197,823.161
10,905.02295,620.33704,907.54724,615.2883,927.74194,610.2397,912.59595,622.8614,935.31506,620.33704,902.4986,645.58044,950.46106,648.1048,879.77954,650.6291,980.7532,670.82385,892.40125,622.8614,990.85046,680.9212,915.12024,726.3593,945.41235,726.3593,907.54724,781.89484,950.46106,774.32184,905.02295,834.90594,945.41235,824.80865
11,905.116,620.5249,910.1607,615.4802,927.8172,610.4354,912.68304,623.04724,935.38434,620.5249,902.5937,645.7484,950.5185,648.2709,879.89246,650.7932,980.7868,668.4497,892.5042,623.04724,990.87616,681.0615,915.2055,726.464,945.4737,726.464,907.63837,781.9558,950.5185,774.3888,905.116,834.9254,945.4737,824.83594
12,922.20703,612.143,914.43335,614.73425,924.79834,609.55176,911.84204,622.508,935.1633,622.508,904.06836,648.4204,950.7107,648.4204,878.15594,658.7854,981.80566,676.9241,888.5209,632.8729,992.17065,689.8803,914.43335,726.15765,948.1195,726.15765,906.65955,783.16504,953.302,772.80005,906.65955,834.9899,953.302,822.0336
13,918.73035,618.55365,918.73035,616.0221,921.26196,613.49054,916.1987,621.0852,938.9829,621.0852,903.541,651.464,951.6406,651.464,875.6937,669.18494,979.4879,679.3112,885.82007,643.86926,992.14575,697.03217,918.73035,727.4109,949.10913,727.4109,906.0725,785.6369,954.17224,772.9791,906.0725,836.2682,964.29846,826.14197
14,918.95215,617.11334,918.95215,614.55646,921.50903,611.9995,916.39514,622.22723,939.4075,622.22723,908.72437,650.3534,954.749,650.3534,878.0413,675.9226,977.76135,683.5934,883.15515,652.9103,990.5459,704.04877,921.50903,727.06104,952.19214,727.06104,908.72437,788.4272,957.3059,775.6426,906.1675,837.0087,970.0906,824.2241
15,920.93134,621.6904,920.93134,616.5996,923.47675,614.0542,920.93134,621.6904,943.8399,624.23584,908.2043,652.2352,956.56696,649.6898,882.7503,680.2346,979.4755,682.78,880.2049,662.41675,989.65704,710.7794,926.02216,726.05176,956.56696,726.05176,910.7497,787.14136,959.11224,779.5051,905.6589,838.0493,974.3847,825.3224
16,920.2882,620.5432,920.2882,618.00964,930.42236,615.4761,922.8218,623.0768,945.6238,623.0768,912.6875,650.9459,960.8252,650.9459,887.3519,681.3487,981.0936,686.41583,874.6841,676.28156,988.69434,709.21783,930.42236,726.95276,963.35876,724.41925,915.22107,785.2247,963.35876,782.6911,902.5532,835.89594,976.0265,830.8288
17,920.26166,620.5367,920.26166,618.0025,930.3984,615.4683,922.79584,623.07086,945.60345,623.07086,912.6591,650.9469,960.80865,650.9469,887.31726,681.3572,981.0821,686.42554,874.6463,676.28876,988.68463,709.23315,930.3984,726.9725,963.34283,724.4383,915.1933,785.2588,963.34283,782.72455,902.5224,835.9425,976.01373,830.8741
18,923.3676,620.66406,923.3676,618.11816,931.0053,613.02637,923.3676,623.20996,946.2808,623.20996,915.7299,651.2149,961.5562,651.2149,895.36273,676.674,981.9235,684.3117,882.6332,684.3117,992.1071,712.31665,938.6431,722.5003,969.1939,722.5003,920.8217,783.602,964.1021,783.602,900.4545,834.5201,979.3776,834.5201
