frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,920.4754,423.39572,924.7714,416.95175,916.17944,419.0997,931.2154,414.80374,914.03143,419.0997,946.2514,431.9877,909.7355,440.57968,974.17535,440.57968,903.29144,459.91165,959.13934,462.05966,903.29144,474.94766,950.5474,492.13162,926.9194,494.27957,946.2514,545.83154,924.7714,541.5355,946.2514,599.5314,933.36346,578.0515
1,920.4578,423.4476,924.75256,417.00546,916.1631,419.1528,931.1947,414.85806,914.0157,419.1528,946.22644,432.03708,909.72095,440.62662,974.14233,440.62662,903.2788,459.95303,959.1107,462.10043,903.2788,474.9847,950.5211,492.16373,926.9,494.31113,946.22644,545.84827,924.75256,541.55347,946.22644,599.5327,933.34216,578.05896
2,920.47736,423.82837,924.77563,417.38092,916.1791,421.67926,931.22314,417.38092,911.88074,421.67926,946.2671,432.425,909.73157,443.17072,974.20605,438.87244,903.2842,464.66223,957.01294,460.36395,903.2842,477.55713,952.7146,492.6012,929.074,494.75037,946.2671,546.32996,924.77563,542.0317,946.2671,600.05865,933.3722,578.5672
3,920.2681,426.22015,922.42474,419.75055,915.955,421.9071,931.05084,417.594,913.7985,421.9071,946.14667,434.84637,909.4854,445.6291,974.1818,439.1595,903.01575,469.35114,956.9294,458.56836,903.01575,480.13385,952.6164,493.07312,928.89435,495.22968,946.14667,546.98676,924.58124,542.6737,946.14667,598.7439,933.20746,579.335
4,919.6319,427.76624,923.89624,421.36963,915.36755,423.50183,930.29285,419.2375,913.23535,423.50183,945.21814,434.16278,908.97095,444.82373,972.9365,440.55933,902.5744,468.27777,955.879,457.61682,902.5744,481.07086,953.7468,493.864,930.29285,495.99622,947.35034,547.1687,923.89624,542.9043,945.21814,598.3412,934.55725,579.1515
5,920.71136,428.18823,922.8256,421.8454,914.3686,423.95972,931.2828,419.73114,912.2543,426.07397,943.96844,434.53107,910.14,447.2168,973.5684,440.87396,901.68286,466.2453,954.53986,459.90247,901.68286,483.15955,954.53986,495.8452,929.1685,495.8452,948.1971,546.58795,924.94,544.4737,946.0827,599.44495,933.39703,578.3021
6,919.18463,429.4051,923.38153,423.10974,914.98773,425.2082,929.67694,421.0113,912.8892,425.2082,944.366,435.70044,908.6923,448.2912,973.74445,441.99585,902.397,465.07886,954.85834,458.7835,900.2985,483.96497,954.85834,494.4572,929.67694,496.55573,948.56305,546.91864,925.4799,544.8202,944.366,599.38007,933.87384,578.39545
7,919.2116,429.39667,923.4027,423.11,915.02045,425.20557,929.6894,421.0144,912.92487,425.20557,944.35846,435.6834,908.7337,448.25684,973.69635,441.9701,902.447,465.02136,954.83624,458.73468,900.35144,483.88147,954.83624,494.35938,929.6894,496.4549,948.5496,548.8442,925.49835,544.653,946.45404,599.1378,933.88055,578.1821
8,918.8555,429.8526,923.02527,423.59802,914.68585,425.68286,931.3646,421.51318,912.601,427.76776,945.9586,436.10712,910.5162,448.6162,973.06165,442.3617,904.2616,467.37988,954.298,459.04047,900.0919,486.1435,954.298,494.4829,931.3646,496.56775,948.04346,548.68896,925.1101,546.6041,945.9586,600.8102,933.44946,577.87683
9,918.86115,430.60046,922.9881,424.41003,914.73425,428.537,931.2419,422.34662,912.6708,428.537,943.6226,436.79077,910.60736,449.1715,972.51105,442.98114,904.417,467.7426,953.9399,461.55225,900.29004,488.3772,953.9399,496.63098,931.2419,498.69446,947.7496,548.2174,925.0516,544.09045,945.6861,599.8038,933.30536,579.1692
10,919.91644,431.844,921.96844,425.68787,913.7603,427.73993,930.17664,423.63586,911.7083,429.79193,944.5408,438.00006,909.65625,450.31226,971.21716,444.15613,903.5002,468.78052,952.7489,462.6244,899.3961,489.30084,954.8009,495.4569,930.17664,497.5089,946.5928,548.8097,924.0205,544.7056,946.5928,600.1105,934.28064,579.59015
11,918.2753,432.7185,922.3596,426.59198,914.191,428.63416,930.5283,424.5498,912.1488,430.67633,944.8236,438.84503,910.1066,451.09808,971.3718,444.97156,903.9801,469.4776,952.9922,463.35114,899.89575,491.94153,955.0344,496.02588,930.5283,498.06805,946.8657,545.038,924.40186,542.9958,944.8236,600.17664,932.57056,579.75494
12,920.08453,433.2295,922.1284,427.09796,913.953,429.14178,930.30383,425.05408,911.9091,431.18567,944.61084,439.36108,909.86523,451.6242,971.1809,447.5365,901.6898,474.10663,952.78625,465.9312,899.646,492.50134,954.8301,496.58905,932.34766,498.63293,946.65466,543.5978,924.17224,545.64166,944.61084,598.7819,934.3915,580.3872
13,920.0633,433.13702,922.107,427.00604,913.9323,431.09338,930.2816,424.96234,911.8887,431.09338,944.5873,439.268,909.84503,451.52997,971.1548,447.44263,903.714,474.01025,952.76184,465.83557,899.6267,492.4032,954.80554,496.49048,932.3253,498.53418,946.63086,543.4947,924.15063,545.5383,944.5873,600.7172,934.3689,580.2806
14,919.1645,434.81268,921.19006,428.73584,915.1133,430.76147,931.3181,426.7102,911.062,430.76147,945.49744,440.88953,911.062,453.0432,971.83044,448.99194,902.9596,473.29932,951.5742,467.22247,898.9084,493.55542,955.6255,495.58105,931.3181,499.63226,947.5231,544.1957,923.2157,546.2213,945.49744,600.91284,933.34375,580.65674
15,919.9383,435.41904,921.9578,429.36038,915.89923,431.3799,930.03595,427.34085,911.8601,431.3799,944.1728,441.47763,909.8406,453.59488,970.4268,449.55582,901.76245,473.7903,952.2509,467.73166,899.74286,496.00522,956.29,496.00522,932.0555,498.02475,948.21185,544.47424,923.97736,548.5133,946.1923,599.00183,934.075,578.8064
16,920.28375,435.2948,922.3471,429.1046,916.157,431.16803,930.6007,429.1046,912.0302,433.23138,945.04443,441.48492,909.9668,453.86523,971.8684,449.73846,901.71326,476.5625,953.298,468.30896,899.64984,497.1964,955.3613,495.133,932.66406,497.1964,947.1078,544.6543,924.4105,548.78107,945.04443,600.3657,934.7274,579.7319
17,919.61304,435.6745,923.6907,431.59686,915.5354,431.59686,931.8459,427.51923,911.45776,433.63568,946.1176,443.82983,911.45776,454.02393,970.58356,451.9851,903.3025,476.45093,952.2342,470.33447,899.22485,498.87793,956.3118,496.8391,931.8459,498.87793,948.15656,545.7708,923.6907,547.80963,944.0788,600.8189,933.8847,580.4307
