frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,1105.6971,636.5581,1103.0704,631.3048,1108.3237,628.6782,1095.1907,633.9315,1118.8302,631.3048,1084.6842,662.8242,1129.3367,660.19763,1084.6842,694.3436,1166.1093,678.584,1131.9633,662.8242,1155.6028,660.19763,1095.1907,738.9961,1124.0834,738.9961,1100.4438,794.155,1131.9633,799.4082,1100.4438,844.06067,1126.7101,846.68726
1,1105.6584,636.71204,1103.0354,631.4657,1108.2816,628.84265,1095.1659,634.08887,1118.7743,631.4657,1084.6733,662.9436,1129.2668,660.32043,1084.6733,694.4214,1165.991,678.6825,1134.5132,662.9436,1155.4984,660.32043,1095.1659,739.015,1124.0206,741.6382,1100.4122,794.1012,1131.89,799.34753,1100.4122,843.94104,1126.6437,846.5642
2,1105.4232,636.4258,1102.7981,631.1757,1108.0482,628.55066,1094.923,633.8008,1118.5485,633.8008,1084.4229,662.6763,1129.0486,660.0512,1084.4229,694.17676,1165.7992,681.0515,1131.6736,662.6763,1155.2991,660.0512,1094.923,741.42755,1123.7985,741.42755,1100.1731,793.92847,1131.6736,799.1785,1100.1731,843.8043,1129.0486,846.4293
3,1105.3435,635.8777,1100.08,630.6142,1107.9752,627.9824,1094.8165,633.2459,1118.5022,633.2459,1084.2896,662.19507,1129.0292,659.5633,1084.2896,693.77594,1163.2418,680.61725,1131.6609,662.19507,1155.3466,662.19507,1094.8165,741.1473,1123.7656,741.1473,1100.08,793.78204,1131.6609,796.41376,1100.08,843.7851,1129.0292,846.4168
4,1104.1846,636.3855,1098.9747,628.5708,1106.7894,625.96594,1093.765,633.7806,1117.209,633.7806,1080.7406,662.4343,1127.6285,659.82947,1083.3455,693.693,1164.0969,680.6685,1132.8383,662.4343,1156.2822,662.4343,1096.3699,737.976,1125.0237,740.5809,1101.5796,792.6786,1132.8383,797.88837,1098.9747,842.1714,1127.6285,847.3812
5,1103.5596,636.31903,1098.36,628.51965,1106.1594,628.51965,1093.1604,633.71924,1116.5585,633.71924,1082.7612,662.3169,1126.9576,659.7171,1082.7612,696.11414,1163.3547,680.5154,1132.1572,662.3169,1155.5553,662.3169,1095.7603,740.3105,1124.3579,740.3105,1100.9598,792.3063,1132.1572,797.50586,1100.9598,844.30206,1126.9576,846.9018
6,1103.6019,635.21246,1098.3899,627.3942,1106.208,624.7882,1093.1777,632.6064,1116.6323,632.6064,1080.1475,661.2731,1127.0565,658.66705,1082.7534,695.1519,1163.5415,679.51556,1132.2687,661.2731,1155.7233,661.2731,1095.7838,739.455,1124.4504,739.455,1100.996,791.57635,1132.2687,796.78845,1100.996,843.69763,1127.0565,846.30365
7,1103.5865,632.5591,1098.3722,627.34485,1106.1936,624.7377,1093.158,632.5591,1116.6222,632.5591,1080.1222,661.23755,1127.0508,658.6305,1082.7294,695.1304,1163.5507,679.48755,1132.265,661.23755,1155.7292,661.23755,1095.7651,739.4518,1124.4436,739.4518,1100.9794,791.5946,1132.265,796.80884,1100.9794,843.7373,1127.0508,846.3445
8,1103.3264,632.0415,1098.1091,626.8242,1105.935,624.2157,1092.8918,632.0415,1116.3695,632.0415,1079.8488,660.73645,1126.8041,658.1278,1082.4574,694.64856,1163.3248,678.9968,1132.0212,660.73645,1155.4989,663.3451,1095.5005,738.99524,1124.1954,738.99524,1100.7178,791.16785,1132.0212,796.38513,1100.7178,843.34033,1126.8041,845.949
9,1102.9989,635.20764,1097.7911,627.3959,1105.6029,627.3959,1092.5833,632.60376,1116.0186,632.60376,1082.1676,661.24695,1126.4342,658.64294,1082.1676,695.0979,1162.8892,679.47437,1131.6421,661.24695,1155.0774,661.24695,1095.1871,739.3646,1123.8303,739.3646,1100.395,791.4431,1131.6421,796.651,1100.395,843.5216,1126.4342,846.1255
