frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,920.93427,436.70898,922.9187,430.7558,914.9811,432.74023,930.8563,428.77142,912.9967,434.7246,944.7471,442.66223,911.01227,456.55298,970.5442,450.5998,905.0591,476.39697,954.66907,472.42816,903.0747,500.20972,956.65344,496.24097,932.8407,498.22534,946.73145,545.8509,922.9187,543.8665,944.7471,601.41406,932.8407,577.60126
1,921.9823,437.34006,923.9634,431.3967,916.03894,433.37784,929.90686,431.3967,914.05774,435.35892,945.75586,445.26456,910.0956,457.15134,971.5105,453.18912,906.1333,474.98148,953.6804,473.0004,902.171,500.73618,957.6427,498.75504,933.86914,500.73618,947.73694,546.3021,923.9634,548.2832,943.7748,601.7737,931.88794,578.0001
2,922.3533,437.71448,924.35376,431.71295,916.3518,433.71344,930.3552,431.71295,914.3513,435.71393,944.35876,445.71643,910.35034,457.71942,972.3657,453.71844,906.34937,475.72388,954.3612,473.7234,902.3484,499.72986,956.3618,499.72986,932.35583,501.73035,948.35974,547.7418,922.3533,545.74133,944.35876,599.75476,932.35583,577.74927
3,921.9064,437.53354,923.8899,431.58298,915.9558,435.55002,931.82404,431.58298,913.9722,435.55002,945.7087,445.46768,910.0052,457.36887,971.49457,453.40182,906.03815,479.18765,955.6264,475.2206,902.0711,501.0065,957.6099,499.02298,933.80756,502.99002,947.6922,546.6277,921.9064,546.6277,945.7087,602.1665,931.82404,578.36414
4,921.6993,437.78314,923.7142,433.7533,917.66943,433.7533,931.77386,431.7384,913.63965,435.76825,945.87823,445.84277,911.6247,457.93225,972.0721,455.91736,905.57996,478.08142,955.9528,476.06653,903.56506,502.26038,955.9528,498.23053,933.78876,502.26038,947.8931,546.5885,921.6993,548.6034,945.87823,600.99115,931.77386,578.8271
5,922.03235,437.92743,924.0425,433.90717,918.012,433.90717,932.08307,431.89697,913.99176,435.9173,946.1541,445.96802,911.98157,458.02893,972.2861,454.0086,905.9511,480.14056,956.2048,476.12024,903.941,502.25214,956.2048,498.23187,932.08307,502.25214,948.16425,546.4754,922.03235,550.4957,944.144,600.7494,932.08307,578.63776
6,922.28296,438.26575,924.28784,434.25604,918.2732,434.25604,932.3074,432.25116,914.26355,436.26093,946.34143,446.28522,910.2538,458.31445,972.40466,456.30957,906.244,480.36792,956.3657,476.35822,902.23425,502.42145,956.3657,498.41174,932.3074,502.42145,948.3463,546.5285,922.28296,548.5334,944.33655,600.6599,932.3074,578.6064
7,923.53503,438.04913,925.5358,434.0475,917.5325,436.04834,931.5383,432.04663,913.53076,436.04834,945.5443,446.05255,911.5299,458.05762,971.5553,456.05676,905.5274,482.06775,955.5486,478.06604,903.52655,502.07617,957.5493,500.07532,933.5392,502.07617,947.54517,546.0948,921.5342,550.09644,945.5443,602.1184,933.5392,578.1083
8,922.6042,438.29617,924.60345,434.29758,918.60565,436.29684,932.6005,432.2983,914.60706,436.29684,946.5955,446.29324,910.6085,460.28824,972.5861,456.28964,906.6099,482.2803,956.592,478.2817,902.6114,504.27237,956.592,500.27383,932.6005,502.2731,948.5948,546.2572,922.6042,550.25586,944.59625,600.2378,932.6005,578.2457
9,922.57007,438.73633,924.578,434.72052,918.5542,434.72052,932.6096,432.7126,914.5383,436.7284,946.66504,446.768,910.5226,458.81543,972.7678,456.80756,906.5067,482.9104,954.69666,478.8946,902.49084,502.98956,956.7046,500.98163,932.6096,502.98956,948.67285,547.16364,922.57007,549.1716,944.6571,599.3694,932.6096,577.28235
