frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,949.14984,419.2453,953.36945,415.02582,947.0401,415.02582,961.8084,412.91608,942.8206,417.13556,976.5766,429.79407,942.8206,440.34277,999.7839,440.34277,932.2719,457.22076,978.68634,461.44025,923.83295,474.09875,987.1253,488.86694,966.0279,493.0865,978.68634,541.61066,968.13763,545.83014,974.46686,598.57385,987.1253,577.4763
1,949.25806,420.27753,953.49646,416.03912,947.1389,418.15833,961.97327,413.91998,942.9005,418.15833,974.68835,430.87347,942.9005,441.46942,997.9995,439.35022,932.30457,456.30377,976.8076,460.54218,923.82776,475.37653,987.40356,490.21082,966.2117,494.44922,978.92676,538.9522,970.44995,549.54816,974.68835,598.2896,987.40356,577.09766
2,950.4707,421.7682,952.57104,417.56738,946.2699,419.6678,960.97266,415.46698,942.0691,419.6678,975.67554,432.2702,942.0691,442.77222,996.67957,438.5714,931.56714,457.47504,975.67554,459.57544,923.1655,476.37866,988.27795,488.98108,967.2739,495.2823,977.7759,539.3907,969.37427,547.7923,975.67554,598.20197,988.27795,577.19794
3,950.4447,421.77548,952.5458,417.5734,946.2427,419.67447,960.9501,415.47232,942.0405,419.67447,975.6575,432.2808,942.0405,440.68503,996.66797,438.58395,931.5353,457.49344,975.6575,459.5945,923.131,476.40298,988.2638,489.0093,967.2532,495.31247,977.7584,539.4347,967.2532,545.7378,975.6575,598.2643,988.2638,577.25366
4,947.97144,423.3016,952.1797,419.09348,943.7633,419.09348,960.59595,416.98935,941.6593,421.19754,975.32446,433.822,941.6593,442.2383,996.36523,440.1342,931.1389,459.0709,973.22034,459.0709,922.72253,478.0076,990.053,490.63205,966.9082,494.84018,979.5326,539.02576,966.9082,543.2339,975.32446,597.93994,987.949,576.8992
5,947.644,424.86676,951.8195,418.6034,943.46844,420.69122,960.1706,418.6034,941.3807,420.69122,974.7851,433.21783,941.3807,443.65674,997.75055,439.4812,930.9417,460.35895,974.7851,458.27118,922.59064,479.14893,989.3995,489.58777,966.4339,495.85114,978.96063,541.78217,966.4339,543.86993,974.7851,598.1521,987.3117,577.27435
6,947.20825,427.27173,951.3982,420.98688,945.1133,423.08185,959.77795,418.89197,943.0183,423.08185,974.4426,433.55664,943.0183,444.03137,997.4872,439.8415,930.4486,462.886,972.34766,458.6961,922.0687,479.64563,989.1073,490.12042,968.1577,494.3103,978.63257,538.3044,963.9679,542.49426,976.5376,596.96313,987.0123,576.01355
7,948.7799,427.74042,950.8699,421.47052,944.6,423.5605,961.3196,421.47052,942.51,425.65045,973.85925,434.01025,942.51,446.55,996.84875,440.28015,929.97034,463.2696,971.7694,459.08972,921.6105,482.07916,990.579,490.43903,967.5895,494.6189,980.12915,540.5979,965.4995,542.68787,975.9492,597.0266,988.489,578.21704
8,946.7952,429.10205,950.9876,422.8136,942.60297,424.90973,961.46844,420.7174,942.60297,424.90973,974.0455,435.39056,942.60297,447.96753,995.007,441.67908,930.02594,464.73688,971.9493,458.44836,921.6413,481.50623,990.81476,491.987,967.7569,496.17932,978.23773,540.1988,965.6607,544.3911,976.14154,596.7953,988.71857,577.92975
9,946.66943,427.35416,950.86475,423.15878,942.474,425.2565,961.3533,421.06113,942.474,425.2565,973.93933,435.74496,942.474,446.23343,994.91626,442.038,929.8878,465.11264,971.8417,458.81955,921.4971,481.8942,990.72095,490.28494,967.64624,496.57803,978.13477,540.6295,965.5486,542.7273,976.0371,597.2672,988.62317,578.38806
10,945.51404,429.18353,949.65015,425.0475,943.44604,425.0475,959.99023,422.97943,941.3779,425.0475,974.46643,437.45563,941.3779,447.79578,995.14685,443.65973,931.03784,466.40808,972.39844,460.20398,920.6977,482.95233,991.01074,491.2245,968.2623,497.4286,978.60254,540.85724,964.12634,544.9933,976.53455,598.7621,986.87463,576.01373
11,945.4881,428.5867,949.581,424.49374,941.3952,426.54025,959.8134,422.4473,941.3952,424.49374,974.13873,436.7726,941.3952,449.05142,994.60345,442.91202,929.1163,467.4697,970.04584,461.3303,918.8839,485.88797,990.51056,492.02737,967.9993,498.16684,978.2316,539.0963,963.9063,543.1892,976.18524,598.4441,986.41754,575.93286
12,946.62994,429.78403,948.6868,425.67032,942.5163,427.72714,958.9711,423.61343,942.5163,427.72714,973.3691,438.01144,940.4594,450.35257,993.9377,444.18204,930.1751,468.8643,971.3123,462.69376,919.8908,487.376,989.82404,491.48972,969.25543,497.6603,979.53973,540.85425,965.14166,544.968,975.42596,598.4463,987.76715,575.8209
13,946.15546,430.79904,948.19354,426.7227,942.07904,428.7609,960.42267,424.68454,942.07904,428.7609,972.6517,436.91354,942.07904,449.1426,995.0716,445.06625,929.85004,469.52432,970.61346,463.40982,917.621,487.8679,990.9952,491.94424,968.5754,498.05875,978.7662,540.86035,964.49896,544.93677,976.72797,597.9292,986.9189,577.5475
14,945.6062,431.15436,949.6809,427.0796,941.5314,429.11694,959.8679,425.04218,941.5314,429.11694,972.0923,439.30396,941.5314,451.52826,992.4662,445.41614,929.307,469.8648,970.05493,463.75262,919.12006,490.23877,990.42883,492.27618,968.01746,498.38837,978.20447,541.1736,963.94275,545.2484,976.1671,598.22064,986.354,577.8467
15,945.6588,431.3079,949.7396,427.22714,941.578,429.2675,959.9414,425.18674,941.578,429.2675,972.1837,439.4694,941.578,449.6713,992.5875,445.59055,929.3358,470.07504,970.1433,463.9539,919.1339,490.4788,990.5471,492.5192,968.1029,498.64035,978.3048,541.4883,964.0222,545.569,976.2645,598.6188,986.4663,576.1747
16,947.2171,432.56024,949.25995,426.43176,943.13153,428.4746,959.47406,424.38898,941.0887,430.5174,971.731,438.68872,941.0887,450.94562,992.15924,446.86,928.8317,471.37384,969.6882,465.24536,918.6177,491.802,990.1164,493.84485,967.6453,497.93048,977.85944,540.8297,963.55975,544.91534,975.8166,600.07153,986.0307,577.60046
17,946.9693,431.52838,949.0037,427.4596,942.9006,429.49402,959.1756,425.42523,940.86615,429.49402,973.41644,439.66595,940.86615,451.8723,991.7259,447.80353,928.65985,472.2162,969.3476,466.11304,918.48785,492.56006,991.7259,492.56006,967.3132,498.66327,977.48517,541.38544,963.24445,545.4542,975.45074,598.3483,985.62274,578.00446
18,946.49725,433.31506,948.52936,427.2187,942.43304,429.2508,958.69,427.2187,940.40094,431.28296,972.915,439.41144,942.43304,451.6042,993.23615,447.53998,930.2403,471.92548,970.88275,467.8612,918.0475,494.27887,991.20404,492.24677,968.85065,498.34314,976.9792,541.01776,962.75433,545.08203,976.9792,597.9173,985.1077,577.59607
19,946.86145,432.23752,948.88635,428.18765,942.8115,430.21255,959.0111,426.1627,940.7866,430.21255,971.16077,440.3373,940.7866,452.4869,993.43506,448.43704,928.63696,472.73636,969.13574,468.68643,918.5123,495.01065,991.41016,492.98575,969.13574,499.06058,977.2356,541.5842,963.0609,545.63416,975.2106,598.2826,985.3353,576.0083
20,947.08276,432.8537,949.1022,428.8147,943.0437,430.83423,959.1997,426.79523,941.0242,430.83423,971.31665,440.93164,941.0242,453.04858,993.531,449.00964,928.9072,473.24353,969.2971,469.20453,918.8098,493.43842,991.5115,493.43842,969.2971,499.4969,977.375,541.9062,963.23865,545.9452,975.3556,598.45197,985.453,576.23755
21,945.06036,433.0775,949.1005,427.01727,941.0202,429.03735,959.20087,427.01727,941.0202,431.05743,971.32135,441.15784,941.0202,453.27832,993.5423,449.23816,928.8996,473.47913,969.30133,469.43896,918.79926,491.65985,991.52216,493.67993,969.30133,499.74017,977.38165,542.1619,963.241,546.2021,975.3615,598.7242,985.462,576.5033
22,947.0685,433.23297,949.089,427.17126,943.02734,429.19183,957.17126,427.17126,941.00684,431.2124,971.3152,441.3152,941.00684,453.43854,991.52075,449.3974,928.8834,473.6441,969.29456,469.60297,918.7807,493.84967,991.52075,493.84967,969.29456,499.91132,977.37683,542.343,963.2329,544.3636,975.3563,598.9186,985.4591,576.69244
23,946.9193,433.07254,948.94055,427.0087,942.8767,429.03,957.02563,427.0087,940.85547,431.0513,971.1747,441.15768,940.85547,453.28537,991.38745,451.26407,928.7278,473.49814,969.1533,471.4769,918.62134,493.71097,991.38745,493.71097,969.1533,499.7748,977.2385,542.2217,963.0895,546.2643,975.21716,598.8176,985.3236,576.5835
24,945.1899,433.86188,949.19806,427.8495,943.1857,429.85364,957.21466,427.8495,939.1774,429.85364,971.2436,441.87842,941.1816,453.9032,991.28485,449.89496,929.1568,473.94452,969.23944,471.94043,919.1361,493.98584,991.28485,491.9817,967.2353,499.99823,977.2559,542.085,961.22284,546.09326,975.2518,600.20483,985.2724,576.1553
25,947.0819,433.53918,949.0896,427.51624,943.06665,429.52386,957.1201,427.51624,939.0513,431.5315,971.1737,441.56976,941.05896,453.61566,991.25024,451.60803,929.01306,475.69983,969.166,471.6845,918.9748,495.7763,991.25024,493.76868,967.15845,499.79163,977.19666,541.9523,963.14307,545.9676,975.18896,600.17413,985.2273,576.08234
