frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,835.7418,407.1274,837.89795,402.81497,831.4293,404.97116,842.21045,404.97116,824.9607,407.1274,850.8353,424.3771,814.17957,428.6896,863.7726,445.9393,805.5547,463.18906,872.39746,463.18906,820.6482,461.03287,837.89795,478.28262,814.17957,480.4388,840.0542,527.8756,816.3358,527.8756,833.5856,564.5314,818.49207,583.9374
1,835.73285,407.1415,837.8892,402.82883,831.42017,404.9852,842.2019,404.9852,824.9511,407.1415,850.82733,424.39236,814.1693,428.70505,863.76544,445.9559,805.5439,463.2067,872.39087,463.2067,820.63837,461.05038,837.8892,478.30118,814.1693,480.45755,840.0456,527.89734,818.48206,527.89734,833.5765,564.5553,818.48206,583.9625
2,835.7886,406.74857,837.9503,404.58676,831.465,404.58676,842.27386,404.58676,824.9797,406.74857,850.92096,426.2045,814.17084,428.36624,863.8916,447.82224,805.52374,462.95462,872.5387,462.95462,820.6561,460.79288,837.9503,478.08707,814.17084,480.2488,840.1121,527.80786,818.4944,525.6461,833.6268,564.558,818.4944,584.0139
3,835.8178,406.75272,837.98065,404.58987,831.4922,404.58987,842.3062,404.58987,825.0038,406.75272,850.95746,426.21793,814.18976,428.38077,863.9343,447.84604,805.5385,462.9857,872.5855,462.9857,820.67816,460.82285,837.98065,478.12534,814.18976,480.28812,840.14343,527.8699,818.5154,525.70703,833.655,564.6376,818.5154,584.1029
4,835.7231,406.70764,837.89026,402.37335,831.38873,404.54053,842.22455,404.54053,824.88727,406.70764,850.8932,426.2121,814.05145,428.37927,866.06335,447.88373,805.3828,463.0539,872.5648,463.0539,820.5529,460.88672,837.89026,478.224,814.05145,480.39117,840.0574,528.0687,818.38574,525.90155,833.5559,562.7433,818.38574,584.4149
5,835.63464,406.75702,837.7989,402.4286,831.3063,404.59283,842.12726,404.59283,824.81366,406.75702,850.78406,426.2348,813.9927,428.399,863.7692,447.87677,805.33594,463.02612,872.426,463.02612,820.4853,460.86194,837.7989,478.17554,813.9927,480.33972,839.9631,527.9521,818.3211,525.78784,833.47046,562.5792,818.3211,584.2212
6,835.75793,406.69708,837.9226,402.36768,831.4285,404.5324,842.25195,404.5324,824.93445,406.69708,850.9107,426.17926,814.111,428.344,866.06354,447.82617,805.4523,462.979,872.5576,462.979,820.6051,460.81427,837.9226,478.13177,814.111,478.13177,840.0873,527.9196,818.4404,525.75494,833.5932,562.5546,818.4404,584.20154
7,835.76733,406.6627,837.932,402.3334,831.4381,402.3334,842.2612,404.49808,824.9442,404.49808,850.9198,426.14438,814.121,428.30905,866.07227,447.79074,805.4625,462.9432,872.56616,462.9432,820.61487,460.77853,837.932,475.931,814.121,478.0956,840.0967,527.8822,818.4503,527.8822,833.6028,562.51636,818.4503,584.1627
8,835.6964,406.57913,837.85876,402.25455,831.3718,402.25455,842.18335,402.25455,824.8849,404.41684,850.8325,423.8776,814.07336,428.20218,865.9686,447.66293,805.4242,462.79904,872.45557,462.79904,820.5603,460.63675,837.85876,475.77286,814.07336,477.93515,842.18335,527.6681,818.39795,527.6681,833.53406,564.42725,818.39795,583.88806
9,835.71497,406.4685,837.87805,402.14233,831.38885,402.14233,842.2042,402.14233,824.8996,404.30542,850.8565,423.77307,814.0842,428.09924,865.998,447.5669,805.43195,462.70837,872.4872,462.70837,820.5735,460.5453,837.87805,475.68683,814.0842,477.8499,842.2042,527.6006,818.4104,527.6006,833.5519,564.3728,818.4104,583.84045
