frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,917.1163,627.01874,917.1163,619.54553,919.60736,619.54553,914.6252,622.0366,937.045,622.0366,904.6608,654.42065,954.4825,646.9474,882.24115,671.8582,986.86664,659.40283,882.24115,681.8226,966.9379,676.8404,919.60736,731.6442,949.5003,729.15314,914.6252,778.9748,944.5181,776.4837,922.09845,823.8143,937.045,821.3232
1,917.08997,626.9788,917.08997,619.504,919.58154,619.504,914.5984,621.9956,937.0227,621.9956,904.63196,654.3864,954.464,646.9116,882.20764,671.8276,986.85474,659.3696,882.20764,681.794,966.922,676.8108,919.58154,731.626,949.4807,729.13434,914.5984,778.9663,944.49756,776.47473,922.07324,823.81506,937.0227,821.3235
2,919.55865,623.8744,917.04706,621.36285,919.55865,618.8513,914.5356,621.36285,937.13934,621.36285,904.4893,651.50134,952.2087,646.4783,881.8855,669.0821,987.3702,659.03595,884.39703,676.6167,967.2779,674.10516,919.55865,729.359,949.6971,726.84753,914.5356,779.58984,944.674,774.5668,922.0701,822.286,937.13934,822.286
3,918.1318,622.3054,918.1318,619.6774,920.7598,617.04944,915.50385,622.3054,939.1557,619.6774,904.9919,651.2133,952.2957,645.95734,883.96796,666.98126,986.45953,656.4693,886.59595,674.86523,968.06366,672.23724,920.7598,727.425,949.66766,727.425,912.8758,777.3568,944.4117,774.7288,920.7598,819.40466,936.5278,822.03265
4,918.5103,622.0237,918.5103,619.3739,921.1602,616.7241,915.86066,622.0237,939.70856,619.3739,905.26154,651.17126,952.95746,645.8717,886.713,661.7704,984.7548,656.4708,897.3122,651.17126,963.5566,672.3695,921.1602,725.36505,950.3077,722.7153,913.2109,778.36066,945.0081,775.7109,918.5103,820.7571,937.0588,823.40686
5,918.64886,621.8091,918.64886,619.22546,921.2325,616.64185,916.06525,621.8091,939.31793,619.22546,908.3144,650.22906,952.23615,645.0618,885.06165,655.39636,983.2397,657.98,895.3962,647.64545,959.987,668.3145,921.2325,725.1545,949.6525,725.1545,913.4816,776.82715,944.48517,776.82715,918.64886,820.74896,936.7343,823.3326
6,918.6916,621.77527,918.6916,619.1924,921.27435,616.6096,916.1088,621.77527,939.3538,619.1924,908.36053,650.18567,952.26764,645.02014,885.1157,655.3512,983.2608,657.93396,895.4468,647.6029,960.0159,668.265,921.27435,725.0858,949.6849,725.0858,910.9433,776.7411,944.51935,776.7411,918.6916,820.6481,936.77106,823.23083
7,919.9747,622.9876,912.1739,617.78705,922.575,615.18677,914.7741,620.3873,938.1767,620.3873,906.9732,648.99054,953.7785,646.3902,886.17096,651.5908,982.38165,656.7914,896.5721,630.7885,964.1796,646.3902,919.9747,724.3989,951.17816,724.3989,912.1739,776.4047,945.9776,776.4047,917.37445,820.6096,935.5765,823.2099
8,914.66205,619.4857,914.66205,614.2581,925.11725,611.64435,914.66205,622.0995,938.1861,619.4857,906.82074,648.23724,953.86884,645.6235,888.5243,645.6235,982.6203,656.0786,898.97943,619.4857,985.2342,645.6235,919.8897,721.4231,948.6412,724.03687,909.4345,776.31244,943.41364,776.31244,914.66205,820.7467,935.5723,823.3605
9,923.48315,622.25134,915.5222,616.94403,934.0978,614.29034,915.5222,619.5977,939.40515,616.94403,907.56116,648.78796,952.67346,646.1343,888.9856,640.82697,981.86365,656.7489,899.6002,611.6367,989.8246,648.78796,918.1759,723.0904,947.3661,723.0904,910.21484,778.8172,944.7124,776.1636,910.21484,823.92944,936.75146,823.92944
10,921.6178,619.76624,918.9613,614.45325,926.93066,614.45325,913.6483,619.76624,937.5565,617.10974,905.67896,646.33093,953.49536,643.67444,889.7401,635.70496,982.71655,656.9568,895.05304,609.1404,995.9989,651.6438,918.9613,723.3685,948.1824,723.3685,910.9918,779.1543,945.526,776.4978,908.33545,829.6272,937.5565,824.31433
11,923.5243,617.22974,923.5243,611.8908,934.2023,611.8908,915.51587,619.89923,939.54114,617.22974,907.50745,643.92456,952.88855,643.92456,886.1516,633.24664,984.92224,662.61084,888.82104,606.5518,998.26965,657.2719,918.1854,721.33936,947.54956,721.33936,910.1769,780.0679,947.54956,777.39844,904.838,828.11847,936.8717,825.449
12,923.5479,617.2217,923.5479,611.87915,934.2332,611.87915,915.5341,619.89307,939.57574,617.2217,907.5202,643.9347,952.9323,643.9347,886.1497,633.2495,984.98785,662.6339,888.82104,606.5365,998.3444,657.29126,918.2054,721.40247,947.58966,721.40247,910.19147,780.17114,947.58966,777.4999,904.8488,828.2545,936.9045,825.58325
13,921.20184,617.7047,921.20184,612.3685,931.8742,609.70044,915.86566,617.7047,937.2104,617.7047,905.1933,644.3856,953.21893,647.0537,883.8486,636.38135,985.236,668.39844,886.51666,609.70044,998.5765,668.39844,915.86566,721.7602,947.88275,721.7602,907.8614,780.4582,947.88275,777.7901,905.1933,833.81995,939.8785,823.1476
14,923.1102,619.51337,923.1102,614.2356,931.02686,614.2356,915.1936,619.51337,938.9436,619.51337,904.63794,645.9023,952.13806,648.54114,880.88794,643.26337,983.8047,672.29114,880.88794,614.2356,1002.277,674.93005,915.1936,725.069,946.8602,725.069,907.27686,783.1246,952.13806,775.2079,904.63794,838.54126,946.8602,825.3468
15,926.2668,615.05865,926.2668,612.47205,926.2668,612.47205,915.92035,622.8184,941.7863,620.2318,905.57404,648.6844,952.13275,651.271,874.53485,651.271,980.58527,679.7236,877.1214,620.2318,998.69147,687.4834,915.92035,726.28235,949.5462,726.28235,908.1606,785.77405,957.30597,775.4277,905.57404,840.09265,952.13275,824.573
16,922.2461,622.06714,922.2461,617.0137,924.7728,614.4868,919.71924,624.594,942.4602,624.594,907.08545,649.8617,955.0941,654.9153,874.23737,657.442,975.3082,682.7097,874.23737,632.1743,998.0492,697.87036,917.1925,730.7184,950.0405,728.19165,907.08545,786.3074,962.67444,773.67346,904.5586,839.3696,962.67444,824.209
17,923.7253,619.4527,923.7253,616.8497,926.3283,614.24664,921.12225,624.65875,947.15265,624.65875,908.1071,653.2922,957.56476,655.8952,876.8707,671.51337,978.3891,692.33765,871.6647,650.68915,994.00726,710.5589,918.5192,731.3832,952.3587,731.3832,908.1071,786.0469,965.37384,773.0317,905.5041,838.10754,973.1829,825.09235
18,923.7268,619.449,923.7268,616.8452,926.33057,614.24146,921.12305,624.6565,947.16064,624.6565,908.10425,653.2979,957.5758,655.9017,876.8591,671.52423,978.4059,692.3543,871.65155,650.69415,994.02844,710.5807,918.5193,731.41077,952.36816,731.41077,908.10425,786.0898,965.3871,773.071,905.5005,838.1651,973.19836,825.14624
19,929.021,625.19763,929.021,620.09705,934.1216,620.09705,923.9203,625.19763,949.4237,627.74805,911.1686,655.80176,962.1754,658.35205,880.5645,681.3052,980.0277,696.6072,870.36316,673.6542,992.7794,722.1106,921.37,732.3119,954.5244,732.3119,908.6183,785.869,969.8264,775.6677,903.5176,839.42615,982.5781,824.12415
20,937.0671,627.7841,929.54987,625.27844,947.0899,625.27844,929.54987,627.7841,952.10126,627.7841,914.5157,655.3469,964.6298,660.3584,889.45856,682.9098,979.6641,697.94403,879.43567,692.9326,989.68695,725.50684,924.5385,733.024,957.11273,733.024,909.5042,785.6439,972.14703,780.63245,904.49274,838.2638,989.68695,825.7352
