frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,809.3783,629.69836,798.89404,624.4563,814.6204,624.4563,793.6519,629.69836,817.2415,629.69836,783.16766,658.53,827.72577,655.90906,788.4098,689.9828,861.79956,674.2565,838.21,658.53,856.55743,658.53,788.4098,734.5409,817.2415,737.16187,798.89404,789.5831,825.1047,794.8253,801.51514,839.3833,819.86255,844.6255
1,806.8099,629.84015,798.94946,624.59985,814.67035,624.59985,793.70917,629.84015,817.29047,629.84015,783.2286,658.6618,827.77106,656.0416,785.8487,690.1035,861.83295,674.3826,838.25165,658.6618,856.59265,658.6618,788.4689,734.64606,817.29047,737.2662,798.94946,789.6691,825.15094,794.90936,801.5696,839.4519,819.9106,844.6922
2,809.62994,623.03955,799.1904,625.6494,814.8497,625.6494,793.97064,630.8692,817.45953,630.8692,783.5312,659.5778,827.89905,656.96796,786.14105,690.89636,861.82745,675.2371,835.7287,659.5778,856.6077,656.96796,788.7509,735.2643,817.45953,737.87415,799.1904,790.07166,825.2892,795.29144,801.8003,839.6593,820.06946,844.8791
3,810.1629,615.46765,807.5522,618.0785,807.5522,618.0785,794.4983,631.1323,817.99524,631.1323,784.05524,657.24,828.4383,657.24,786.666,691.18005,862.37836,675.5154,836.2706,659.8508,857.1568,659.8508,789.2768,732.9524,817.99524,738.17395,799.71985,790.3893,825.8276,795.61084,799.71985,839.994,820.606,847.8263
4,810.0193,612.9175,810.0193,612.9175,804.80005,615.5271,794.36145,631.18494,817.84827,631.18494,783.9229,657.2814,828.2868,657.2814,786.53253,691.2067,862.21216,675.5489,836.1157,659.891,856.99286,659.891,789.1422,732.961,817.84827,738.1803,799.58075,790.3731,825.6772,795.5924,799.58075,839.9563,820.4579,847.7853
5,810.13904,613.2311,810.13904,613.2311,807.53143,615.8386,794.49347,631.48425,817.9618,628.8766,784.0631,657.56006,828.39215,654.9525,789.27826,691.45874,862.29083,675.81323,836.2149,660.1677,857.0756,660.1677,789.27826,733.1803,817.9618,738.3954,799.7087,790.54724,825.78455,795.76245,799.7087,840.09143,820.5694,847.9143
6,809.63885,613.1143,809.63885,613.1143,804.422,615.7227,793.98834,631.37317,817.4641,628.7648,783.5547,660.06573,827.8977,657.45734,788.77155,691.3667,861.8071,678.32465,835.723,660.06573,859.1987,660.06573,788.77155,735.7097,817.4641,738.3181,799.2052,790.48645,825.2893,795.70325,801.8136,840.04626,820.0725,847.8715
7,811.9376,624.1806,801.5324,626.78186,811.9376,624.1806,793.7285,631.9845,819.7415,629.3832,783.32336,657.99744,827.54535,657.99744,788.52594,691.8143,861.3622,678.8078,835.34924,660.5987,858.7609,660.5987,788.52594,736.03625,817.1402,738.6375,798.93115,790.66345,824.9441,795.866,801.5324,840.0881,819.7415,845.2906
8,809.33154,629.463,801.51685,626.85815,814.5413,626.85815,793.7022,632.0679,819.7511,629.463,783.28265,658.1168,827.5658,655.51196,788.49243,691.98035,861.4294,678.95593,835.38043,660.7217,858.82446,660.7217,788.49243,736.26355,817.1462,738.8684,798.912,788.3613,824.9609,796.176,801.51685,840.4591,819.7511,845.66895
9,811.77356,623.7957,798.7357,626.40326,811.77356,623.7957,793.52057,631.6184,819.59625,629.0108,783.09033,660.3016,827.41895,657.69403,788.3055,691.5924,863.92487,678.55457,837.8492,660.3016,856.1021,660.3016,788.3055,735.921,819.59625,738.52856,798.7357,790.6799,824.81134,795.895,801.34326,840.22363,819.59625,845.4388
10,811.777,623.8004,798.73285,626.40924,811.777,623.8004,793.5152,631.6269,819.60345,629.01807,783.0799,657.7151,827.42993,657.7151,788.29755,691.6298,863.9534,678.5857,837.8652,660.3239,856.12695,660.3239,788.29755,735.9798,819.60345,738.5886,798.73285,790.7651,824.82104,795.9827,801.3417,840.3327,819.60345,845.55035
11,808.79126,629.5118,798.3829,626.90967,813.9954,626.90967,795.7808,632.1139,819.1996,629.5118,782.7703,658.13477,827.00586,658.13477,787.97455,691.9619,863.4351,678.9515,834.81213,660.7369,858.23096,660.7369,790.5766,736.19745,819.1996,738.79956,800.985,790.8414,824.40375,796.04553,800.985,840.28107,819.1996,845.4852
12,810.99896,629.1881,800.5701,626.58093,813.60614,626.58093,795.3558,631.79535,818.82056,629.1881,782.31976,657.8673,826.64215,657.8673,787.5342,691.7609,863.14294,678.7249,837.0709,660.47455,857.9285,660.47455,790.14136,736.0833,818.82056,738.6905,800.5701,790.83453,826.64215,796.0489,800.5701,840.3713,821.42773,845.5857
13,808.37823,628.9645,800.53735,626.3508,813.60547,626.3508,795.3101,631.5781,818.8327,628.9645,782.242,660.32794,826.6736,657.71436,787.46924,691.69147,860.6507,678.62335,837.1281,660.32794,858.03705,662.9416,790.0829,736.12305,818.8327,738.73663,800.53735,791.00916,824.06,796.2364,800.53735,840.668,818.8327,845.8952
14,811.1439,620.02637,800.67773,625.2594,811.1439,622.64294,795.4446,630.49255,818.9935,630.49255,782.36194,659.2744,826.84314,659.2744,787.595,690.673,860.85815,680.2068,834.69275,659.2744,858.2416,661.891,790.21155,737.7706,818.9935,740.3872,800.67773,790.10144,824.22656,795.3345,800.67773,839.8157,818.9935,845.0487
15,811.07654,619.9095,800.60126,625.14716,811.07654,622.5283,795.36365,630.3848,818.93304,630.3848,782.26953,659.19183,826.7895,659.19183,787.50714,690.6177,860.83417,680.1424,834.64594,659.19183,858.21533,661.81067,790.126,737.7565,818.93304,740.3753,800.60126,790.1329,824.17065,795.37054,800.60126,839.8905,818.93304,845.1281
16,808.4629,627.5076,800.5973,624.88574,811.0848,622.26385,795.3536,630.12946,818.9504,630.12946,782.2442,658.97003,826.816,658.97003,787.488,690.4325,860.9003,679.945,834.68164,658.97003,858.27844,661.5919,790.1098,740.24805,818.9504,740.24805,800.5973,790.06354,824.19415,795.3073,800.5973,839.8791,818.9504,845.1228
17,810.9218,620.073,800.4444,625.3117,808.3024,620.073,795.2057,630.55035,818.77985,630.55035,782.10895,659.36316,826.6379,659.36316,787.34766,690.79535,860.68933,680.31793,834.4959,659.36316,858.07,661.9825,789.96704,737.94354,818.77985,740.56287,800.4444,790.33044,824.0185,795.56915,800.4444,840.098,818.77985,845.33673
