frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,1023.73206,605.47754,1023.73206,600.4468,1023.73206,602.96216,1003.60876,597.9314,1021.2167,605.47754,986.00085,613.0238,1011.155,630.63184,996.0625,610.5084,1021.2167,660.8168,1031.2783,600.4468,1053.9171,660.8168,965.87744,691.00183,988.51624,698.5481,978.4546,751.3718,988.51624,756.4027,986.00085,801.6803,988.51624,809.22644
1,1023.5766,605.4177,1026.0935,600.3837,1026.0935,602.90076,1003.4406,597.8667,1023.5766,605.4177,985.8216,612.96875,1010.99164,630.58777,995.8896,610.4517,1021.05963,660.7918,1031.1277,600.3837,1053.7808,660.7918,965.6856,690.9958,988.33856,698.5468,978.27057,751.4039,990.85565,756.43787,983.3046,794.1929,988.33856,809.2949
2,1025.2448,606.5752,1025.2448,601.5935,1025.2448,601.5935,1005.3179,599.10266,1022.7538,606.5752,987.88196,614.0477,1012.7904,631.48364,995.3545,611.5569,1020.26306,661.3738,1015.28125,601.5935,1055.1349,661.3738,965.46436,691.2639,987.88196,698.73645,977.9186,751.0443,990.3728,756.026,985.3911,793.3887,987.88196,808.33374
3,1025.2332,606.53345,1025.2332,601.551,1025.2332,601.551,1005.3035,599.0599,1022.7419,606.53345,987.8652,614.007,1012.77704,631.4453,995.3387,611.5158,1020.2507,661.33966,1015.26825,601.551,1055.1274,661.33966,965.4444,691.23395,987.8652,698.7075,977.90045,751.0226,990.3564,756.00494,985.37396,793.3728,987.8652,808.31995
4,1027.3586,606.4237,1027.3586,601.4284,1027.3586,603.9261,1004.88,598.9308,1024.861,606.4237,987.3967,613.91656,1012.3729,631.3999,1004.88,603.9261,1019.8657,661.3714,1029.8563,601.4284,1054.8325,663.869,964.9181,691.34283,987.3967,698.8357,979.9038,748.78815,989.8943,756.28107,984.89905,793.74536,987.3967,808.73114
5,1028.6512,607.5831,1028.6512,602.5497,1028.6512,605.0664,1006.00073,597.51624,1026.1346,607.5831,988.38367,612.6166,1013.5509,630.23364,1013.5509,607.5831,1021.1011,660.4343,1033.6847,600.03296,1056.3353,667.9845,963.21643,690.6351,985.86694,698.18524,978.3168,751.0365,990.9004,756.06995,985.86694,793.8208,988.38367,808.92114
6,1031.6691,606.44196,1029.201,601.5058,1031.6691,603.9739,1009.4564,599.0377,1026.7329,606.44196,992.1798,613.84625,1014.3926,631.1228,1014.3926,608.9101,1021.79675,660.7398,1031.6691,601.5058,1053.8818,670.6121,962.56287,690.35675,984.77563,697.761,977.37134,747.1226,994.64795,754.52686,984.77563,791.5481,987.24365,806.35657
7,1029.8318,608.9337,1029.8318,606.5005,1029.8318,606.5005,1010.3661,599.20087,1024.9653,608.9337,993.3336,616.23334,1015.23254,633.2658,1012.7993,606.5005,1022.5321,662.4643,1034.6982,596.76764,1054.164,674.6304,959.2687,691.66284,983.6008,698.96246,976.30115,747.62665,998.2001,752.49304,986.03406,788.9912,993.3336,801.1572
8,1032.6062,609.276,1032.6062,604.4608,1032.6062,606.8684,1010.9381,599.6456,1027.7911,611.6835,994.0851,614.09106,1015.7532,635.7593,996.4927,604.4608,1022.97595,664.65015,1020.56836,602.0532,1056.6819,681.5032,960.379,688.7258,984.45483,695.9486,977.23206,746.50757,998.90027,751.32275,984.45483,792.25146,994.0851,794.65906
9,1032.6421,609.24396,1032.6421,604.42645,1032.6421,606.8352,1010.9634,599.60895,1027.8246,611.6527,994.1022,614.0614,1015.7809,635.7401,996.51086,604.42645,1023.0071,664.645,1020.5984,602.0177,1056.7295,681.5062,960.37976,688.7324,984.46716,695.9587,977.24097,746.5423,998.9197,751.35974,984.46716,792.3084,994.1022,794.71716
10,1031.1879,612.76086,1031.1879,608.0541,1031.1879,610.4075,1010.0076,600.994,1028.8345,612.76086,993.534,615.11426,1017.0677,636.29456,984.12054,608.0541,1024.1278,664.5349,1007.65424,600.994,1057.075,685.7152,960.587,688.0686,986.47394,695.12866,974.7071,744.54944,1000.5942,749.2561,984.12054,791.6168,1000.5942,791.6168
