frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,1092.731,625.3952,1087.5541,620.21844,1095.3193,620.21844,1084.9657,622.8068,1108.2614,622.8068,1072.0237,653.8677,1118.615,651.2793,1072.0237,690.10535,1149.6758,677.1633,1090.1425,677.1633,1134.1454,656.45605,1087.5541,734.1082,1116.0266,734.1082,1092.731,783.2879,1123.7917,788.4647,1090.1425,832.4676,1121.2034,837.64435
1,1095.1057,625.65295,1089.9316,620.4788,1095.1057,620.4788,1084.7574,623.06586,1108.0409,623.06586,1071.8223,654.1105,1118.3892,651.52344,1071.8223,690.3292,1149.4338,677.394,1089.9316,677.394,1133.9115,656.6976,1087.3445,734.3091,1115.8021,734.3091,1092.5187,783.4631,1123.5632,788.6372,1092.5187,832.61707,1120.9762,837.79114
2,1095.2737,625.61096,1090.0999,620.4371,1095.2737,620.4371,1084.9259,623.024,1108.2085,623.024,1071.9911,654.0675,1118.5563,651.4805,1071.9911,690.28485,1149.5999,677.3501,1090.0999,677.3501,1134.078,656.6544,1087.5128,734.2631,1115.9694,734.2631,1092.6868,783.4152,1123.7302,788.5892,1090.0999,832.56744,1121.1433,837.7413
3,1095.2863,625.4559,1090.1118,620.2815,1095.2863,620.2815,1084.9375,622.8687,1108.222,622.8687,1072.0016,653.9148,1121.158,651.32764,1072.0016,690.1353,1149.617,677.1994,1097.8734,684.96094,1134.0939,656.502,1087.5247,734.1173,1115.9836,734.1173,1092.699,783.2737,1123.7451,788.448,1090.1118,832.43005,1121.158,837.6044
4,1095.655,625.4953,1090.4767,620.31696,1095.655,617.72784,1085.2983,622.9061,1108.6008,622.9061,1072.3527,653.976,1118.9574,651.38684,1072.3527,690.22424,1150.0273,677.27844,1090.4767,677.27844,1134.4924,653.976,1087.8876,734.23987,1116.3683,734.23987,1093.0659,783.43384,1124.1357,788.6122,1090.4767,832.62787,1121.5466,837.80615
5,1095.5911,625.48315,1090.4097,620.30176,1095.5911,620.30176,1085.2283,622.89246,1108.5446,622.89246,1072.2748,653.98083,1118.9073,651.39014,1072.2748,690.2506,1149.9957,677.2971,1090.4097,677.2971,1134.4515,653.98083,1087.819,734.2926,1116.3167,734.2926,1093.0004,783.51587,1124.0887,788.69727,1090.4097,832.73914,1121.498,837.92053
6,1095.686,624.6675,1090.4781,619.4596,1095.686,619.4596,1085.2703,622.06354,1108.7058,622.06354,1074.8545,653.3109,1119.1216,650.707,1072.2505,689.7662,1150.3689,676.7464,1090.4781,676.7464,1134.7452,653.3109,1087.8743,734.03326,1116.5176,734.03326,1093.0822,783.50824,1124.3295,788.7161,1090.4781,832.9833,1121.7256,838.19116
7,1096.1603,624.65,1090.9218,619.41144,1096.1603,619.41144,1085.6831,622.03076,1109.2567,622.03076,1075.2059,653.4622,1119.7339,650.8429,1072.5867,690.1322,1151.1653,677.03577,1090.9218,677.03577,1135.4496,653.4622,1088.3024,734.6601,1117.1146,734.6601,1093.541,784.4266,1122.3531,789.66516,1090.9218,834.193,1119.7339,836.8123
8,1096.5927,624.3053,1091.3595,619.072,1096.5927,619.072,1086.1262,621.68866,1109.6758,624.3053,1073.0431,653.0881,1120.1423,650.4715,1073.0431,689.72076,1151.5417,676.6377,1091.3595,676.6377,1135.842,655.7047,1088.7428,731.58673,1114.909,734.2033,1091.3595,783.9191,1122.7589,789.15234,1091.3595,833.6349,1120.1423,838.8681
9,1096.7634,624.2853,1091.5308,619.05273,1096.7634,619.05273,1086.2982,621.669,1109.8448,624.2853,1073.2168,653.06445,1120.3099,653.06445,1073.2168,689.6925,1151.7054,676.611,1091.5308,676.611,1136.0077,655.6807,1088.9146,731.5531,1117.6937,734.1694,1091.5308,783.87885,1122.9263,789.1114,1091.5308,833.58826,1120.3099,838.82086
