Frame,Player,Pelvis x,Pelvis y,Pelvis z,Left Hip x,Left Hip y,Left Hip z,Right Hip x,Right Hip y,Right Hip z,Spine1 x,Spine1 y,Spine1 z,Left Knee x,Left Knee y,Left Knee z,Right Knee x,Right Knee y,Right Knee z,Spine2 x,Spine2 y,Spine2 z,Left Ankle x,Left Ankle y,Left Ankle z,Right Ankle x,Right Ankle y,Right Ankle z,Spine3 x,Spine3 y,Spine3 z,Left Foot x,Left Foot y,Left Foot z,Right Foot x,Right Foot y,Right Foot z,Neck x,Neck y,Neck z,Left Collar x,Left Collar y,Left Collar z,Right Collar x,Right Collar y,Right Collar z,Head x,Head y,Head z,Left Shoulder x,Left Shoulder y,Left Shoulder z,Right Shoulder x,Right Shoulder y,Right Shoulder z,Left Elbow x,Left Elbow y,Left Elbow z,Right Elbow x,Right Elbow y,Right Elbow z,Left wrist x,Left wrist y,Left wrist z,Right Wrist x,Right Wrist y,Right Wrist z,Left Index1 x,Left Index1 y,Left Index1 z,Right Index1 x,Right Index1 y,Right Index1 z
0,1,-0.6297527,0.2364353,-3.037403,-0.27897403,0.03355933,0.023860188,-0.119508535,0.023713231,-0.04503243,0.19057257,0.025787944,-0.013746221,0.43622372,0.054287978,-0.06815944,0.7113063,0.060382795,0.04379455,-0.01966478,-0.0024126822,-0.03105506,0.047414277,0.14777313,-0.11018433,0.053490236,-0.15190957,0.18201488,0.020905735,0.0042519243,-0.026668683,-0.15674447,0.08646239,0.19734716,-0.17947422,-0.004466005,-0.23905845,-0.26413655,0.012345698,-0.022171356,-0.092759356,-0.2539201,-0.17047168,-0.08643955,0.19042395,0.06858911,-0.025099728,0.04484165,-0.0037935472,-0.024865355,-0.51636803,-0.8339099,-0.03407384,0.35683075,0.68869305,-0.051161602,-1.5914124,0.6070834,-0.022344248,1.6317494,-0.5328181,-0.0613995,-0.16030185,0.19013354,-0.054902673,0.18564324,-0.16641362,-0.04402083,-0.070115,-0.14207287,-0.058978032,0.06298521,0.14464411
1,1,-0.63230443,0.23672609,-3.0371506,-0.27659336,0.034656666,0.024025897,-0.111488804,0.024605295,-0.04772714,0.18732405,0.02543524,-0.013232415,0.42887092,0.054528758,-0.06735529,0.69924116,0.06482821,0.04210424,-0.021673271,-0.0035721643,-0.029911587,0.046221275,0.14901294,-0.111148946,0.0524701,-0.15265998,0.18271221,0.020896453,0.0038962634,-0.026383292,-0.15424266,0.08496703,0.19758037,-0.17748535,-0.0036767728,-0.239732,-0.2708254,0.007483885,-0.023461107,-0.09224355,-0.25562257,-0.17139828,-0.086657874,0.19092146,0.0700992,-0.025191454,0.040093165,-0.0031571407,-0.023063544,-0.5176572,-0.83284825,-0.030882088,0.35546398,0.688303,-0.05092553,-1.587501,0.60176075,-0.022718372,1.6372392,-0.53061247,-0.063360155,-0.16107129,0.18820514,-0.058480274,0.18701647,-0.16587125,-0.042985417,-0.06962836,-0.14090306,-0.057826977,0.062749326,0.1433317
2,1,-0.6398898,0.22914052,-3.037621,-0.283412,0.044431496,0.02682604,-0.11904692,0.02350171,-0.043763652,0.1902841,0.023891963,-0.015564788,0.43294036,0.061204046,-0.06831501,0.6900137,0.062404044,0.04434958,-0.020900285,-0.00848795,-0.028203959,0.050739292,0.15472542,-0.1159722,0.05790374,-0.15503056,0.18240231,0.025814349,-0.0005564309,-0.026483815,-0.15413164,0.081481755,0.2010739,-0.17895469,-0.0068450603,-0.23788938,-0.26315245,0.0070511587,-0.025314704,-0.085209474,-0.25305367,-0.16324751,-0.084024005,0.18256019,0.06754008,-0.02608411,0.03481449,-0.006625892,-0.015039076,-0.50738156,-0.83202165,-0.021015532,0.35335574,0.6996283,-0.026191818,-1.5465509,0.5697736,-0.009141363,1.6427864,-0.5222393,-0.059080753,-0.16107644,0.17967784,-0.061341383,0.18854515,-0.16241622,-0.04528309,-0.06851745,-0.1379934,-0.05861696,0.061294664,0.14055276
3,1,-0.62821996,0.22049534,-3.0436313,-0.29086792,0.040265866,0.022103362,-0.101014085,0.02664471,-0.047205087,0.18503621,0.02805168,-0.016979504,0.4477237,0.06415079,-0.07103746,0.69113773,0.07324461,0.040984288,-0.019853888,-0.0048950887,-0.031743545,0.046652656,0.15115836,-0.113959424,0.062762894,-0.1522691,0.18925378,0.021065526,0.0020946998,-0.026769128,-0.15905379,0.086657226,0.20594569,-0.18495342,-0.0017286884,-0.2511133,-0.27387744,0.0072471667,-0.018272776,-0.096267425,-0.26260465,-0.16426116,-0.08823068,0.18454456,0.06065382,-0.042616732,0.045499895,0.0008354615,-0.032388605,-0.5313188,-0.8263433,-0.03212621,0.34077004,0.68847114,-0.050171375,-1.6317006,0.6201489,-0.017968876,1.6530228,-0.5342775,-0.06541084,-0.16581634,0.18510248,-0.06587209,0.18960382,-0.15401292,-0.041165836,-0.06925289,-0.14198457,-0.057079405,0.06247275,0.14328152
4,1,-0.62234676,0.22245981,-3.047235,-0.283265,0.03872621,0.022113455,-0.11043039,0.021580212,-0.040822733,0.18767881,0.026832832,-0.015550307,0.42992425,0.060369205,-0.068250924,0.6771385,0.062025838,0.0444136,-0.019275976,-0.002110828,-0.031190023,0.05090551,0.15139015,-0.119033985,0.05797983,-0.15249904,0.1854987,0.02052869,0.0024913533,-0.026145926,-0.15527941,0.08359766,0.2098734,-0.1790261,-0.0063529215,-0.24540295,-0.26798737,0.020488994,-0.015554841,-0.103348784,-0.25412378,-0.15300731,-0.09197543,0.18068188,0.056190338,-0.037537426,0.05449896,-0.0030429962,-0.04836093,-0.52926975,-0.81473476,-0.04363181,0.34622222,0.68588984,-0.066306554,-1.6551095,0.6442013,-0.02929607,1.6495235,-0.546747,-0.063731484,-0.16708764,0.17510107,-0.06787901,0.187862,-0.13858993,-0.039984208,-0.06871989,-0.13998993,-0.054071367,0.06127407,0.13993382
5,1,-0.61760306,0.22640309,-3.0495944,-0.2791893,0.031816576,0.025094725,-0.10269362,0.024004467,-0.03796113,0.18561828,0.027657915,-0.015355495,0.42062718,0.0530625,-0.06653656,0.6804985,0.06553809,0.042346347,-0.019312916,-0.0017989414,-0.033645693,0.05123137,0.14827132,-0.118409485,0.049818516,-0.1519095,0.1834566,0.01660085,0.002896129,-0.025675405,-0.15291665,0.08645174,0.2075253,-0.1737688,-0.002599508,-0.24215347,-0.28264374,0.021884816,-0.010299889,-0.10750919,-0.2612894,-0.16465473,-0.09176785,0.18427159,0.05834157,-0.045996863,0.061841868,0.0034884384,-0.060567282,-0.53014714,-0.8066223,-0.037541967,0.3292108,0.67750925,-0.0990122,-1.6430916,0.6620028,-0.029689314,1.6469398,-0.5450819,-0.061193135,-0.16562665,0.18519725,-0.066711515,0.19014877,-0.14274165,-0.041625757,-0.06932695,-0.14175318,-0.0545536,0.062163044,0.14227724
6,1,-0.62202585,0.2281589,-3.0479524,-0.27723086,0.032781698,0.023780879,-0.10572789,0.027166007,-0.037049733,0.1840827,0.026262218,-0.0151353665,0.4224547,0.05423195,-0.066624224,0.6874208,0.065475725,0.041916594,-0.020096522,-0.0020330295,-0.03435832,0.05188469,0.14969584,-0.117427275,0.052503,-0.1513224,0.18286052,0.016123576,0.0029869985,-0.026285632,-0.15222833,0.08534559,0.20441897,-0.17350991,-0.0023047922,-0.24057963,-0.28083265,0.0043784054,-0.014140543,-0.1053594,-0.2562789,-0.17248292,-0.09190122,0.1868821,0.06384283,-0.035150077,0.048227027,0.0063584363,-0.05798006,-0.5263406,-0.807495,-0.03482898,0.33387256,0.67723125,-0.10285396,-1.642765,0.6673512,-0.025172174,1.6482724,-0.54363954,-0.0572114,-0.16657747,0.19060738,-0.06295878,0.19217114,-0.14776784,-0.042361498,-0.06956613,-0.14273585,-0.05337556,0.06298848,0.14261171
7,1,-0.62461543,0.22569008,-3.048854,-0.2783187,0.035841465,0.022699736,-0.117054746,0.02225871,-0.03925668,0.18765028,0.026418583,-0.015798086,0.42833152,0.057138473,-0.06895593,0.7025611,0.058688927,0.046158113,-0.017827014,0.0004793129,-0.034593258,0.05311644,0.14859366,-0.11835409,0.057617772,-0.15042913,0.18440695,0.019241784,0.003304159,-0.027436608,-0.1555626,0.08579526,0.20730464,-0.17975354,-0.0060694604,-0.24160144,-0.26905653,0.016622195,-0.01359175,-0.10457182,-0.2547599,-0.16477597,-0.09058588,0.18432465,0.061342902,-0.03634004,0.05596493,0.00041768758,-0.05550564,-0.5277313,-0.8108617,-0.042063914,0.34041902,0.67946345,-0.0830244,-1.6554434,0.6661293,-0.022748467,1.6344589,-0.5470369,-0.050899565,-0.16799131,0.19192046,-0.054726936,0.19016096,-0.1488304,-0.044203058,-0.07052355,-0.14400408,-0.056925822,0.06291147,0.14324942
8,1,-0.62457997,0.23069781,-3.050493,-0.2809383,0.036444213,0.034389183,-0.11152336,0.019131199,-0.031805977,0.1881568,0.027469913,-0.018465675,0.42909992,0.057651874,-0.06714477,0.6786745,0.055097606,0.04753905,-0.020104015,-0.005590162,-0.03163011,0.057716556,0.149583,-0.118249476,0.051962044,-0.15203924,0.1780757,0.020548796,0.0010534982,-0.026206968,-0.15555534,0.082227245,0.19937232,-0.1723881,-0.009159426,-0.23373063,-0.26763985,0.014228377,-0.024035463,-0.094170645,-0.2558087,-0.16251796,-0.086441025,0.18581896,0.06947353,-0.028041838,0.037698183,-0.0016005721,-0.025191117,-0.5180566,-0.8250599,-0.02903205,0.35133615,0.6915356,-0.045062903,-1.589057,0.60248005,-0.014982184,1.6318514,-0.53346103,-0.057889212,-0.1639904,0.17855942,-0.0575956,0.18878321,-0.1540749,-0.042920437,-0.06881677,-0.13776757,-0.05660177,0.060967766,0.14044939
9,1,-0.62346816,0.22541009,-3.0534832,-0.27338195,0.041481838,0.03862412,-0.11893111,0.011813768,-0.026969187,0.18750425,0.025784688,-0.020230208,0.4177206,0.057866365,-0.06662749,0.6606921,0.04482062,0.051250834,-0.01752151,-0.008750884,-0.03248396,0.06073539,0.14867638,-0.12171933,0.049238183,-0.15384598,0.17520405,0.0278668,-0.0033098757,-0.027410729,-0.15742294,0.08197205,0.2009104,-0.17255388,-0.014034268,-0.2297107,-0.25106198,0.040909853,-0.025659071,-0.0899527,-0.25683045,-0.14925833,-0.08214933,0.16761076,0.05715752,-0.029712709,0.05516364,-0.010272633,-0.017557757,-0.5211925,-0.83385694,-0.022991097,0.34199834,0.70163584,-0.018363303,-1.5505468,0.57239,-0.008915918,1.6479175,-0.53195834,-0.053542286,-0.15911627,0.17496227,-0.06345753,0.18622111,-0.1537567,-0.04725332,-0.068858966,-0.13629474,-0.06114955,0.059541844,0.14061566
