frame,pelvis x,pelvis y
0,263.7105,323.98392
1,264.83698,323.97604
2,264.52485,323.9773533333333
3,264.5622066666666,323.88667999999996
4,264.20054666666664,323.78995
5,263.61257333333333,323.9417833333333
6,263.6098666666667,324.1349333333333
7,263.6065433333333,324.27547666666663
8,263.84933333333333,324.12520333333333
9,265.08311,323.92759333333333
10,266.40316666666666,323.77904333333333
11,267.59944333333334,323.68126333333333
12,267.80151666666666,323.64215666666666
13,267.8053033333333,323.5681466666667
14,267.7595866666667,323.50141666666667
15,267.18635333333333,323.50055
16,266.77378666666664,323.5640333333333
17,266.5963,323.66008999999997
18,265.5113133333333,323.8119899999999
19,264.52581999999995,323.95052
20,263.1410133333333,323.82748
21,264.0072666666666,323.5529633333333
22,263.5397966666667,323.2882833333333
23,265.39571333333333,323.25871666666666
24,266.0682866666666,323.4446
25,267.62583,323.62059999999997
26,267.38973999999996,323.83109
27,267.13315,323.7017166666667
28,267.34375,323.5875833333333
29,268.01749,323.4681466666667
30,268.9917233333333,323.4255033333333
31,269.11683999999997,323.45457
32,267.8991199999999,323.48500666666666
33,264.52533666666665,323.34587666666664
34,261.06242,323.1310633333333
35,259.9993,323.01377333333335
36,259.29840666666666,323.2214766666666
37,261.07073333333335,323.39655666666664
38,259.87353333333334,323.40074999999996
39,260.11402,323.29775333333333
40,258.72081,323.21621
41,259.23622666666665,323.02784333333335
42,259.5018533333333,322.85611666666665
43,260.02511666666663,322.82617666666664
44,260.7755433333333,322.94008999999994
45,261.4598233333333,322.8536566666666
46,261.73145,322.6278733333333
47,260.57487333333336,322.6551333333333
48,261.38800000000003,322.76988
49,261.76772,322.95569666666665
50,262.20802000000003,322.67211
51,261.98566,322.76989
52,262.51896666666664,322.7826866666666
53,262.97647333333333,322.83417999999995
54,262.8922533333333,322.6592
55,262.35663,322.70408
56,262.57511666666664,322.8924733333333
57,262.4994633333333,323.1146533333333
58,262.3909733333333,323.09756
59,261.80795333333333,323.08518
60,261.0928266666666,322.97614
61,260.33973333333336,322.8259566666667
62,260.33178,322.69078333333334
63,259.90398,322.4156966666667
64,259.79704666666663,322.2015133333333
65,257.9571066666666,322.2776866666667
66,258.22306,322.37894666666665
67,256.65434999999997,322.34304
68,257.40147666666667,322.1298433333333
69,256.02078333333327,321.9909666666667
70,256.14957666666663,321.98473
71,255.42018666666664,322.15446
72,255.72334333333333,322.42772333333335
73,254.06288666666666,322.5407666666667
74,253.13130333333334,322.21476666666666
75,251.70381333333336,322.0410933333333
76,252.73389,322.02868666666666
77,253.13645999999997,322.21226666666666
78,251.98699,321.94433999999995
79,249.3834633333333,321.1133566666667
80,244.2381533333333,318.6268233333333
81,240.9758,315.9135766666667
82,239.1666633333333,313.79001
83,239.44430333333332,312.44597
84,246.16032666666666,309.5813166666666
85,254.92764,305.24135333333334
86,265.09341666666666,299.90386
87,267.99753,296.28655999999995
88,268.75680666666665,294.07079
89,268.6790066666666,293.5771233333333
90,268.33303333333333,293.41213666666664
91,267.15249,293.17453666666665
92,263.91913,292.86231666666663
93,257.80132333333336,292.6695066666666
94,252.35401666666667,292.58622333333335
95,247.0788333333333,293.23955333333333
96,242.71868999999998,294.9153533333333
97,236.21757333333332,298.44792666666666
98,233.77540666666664,303.78144333333336
99,237.01851666666664,309.09671000000003
100,242.4838333333333,312.56094333333334
101,247.27722,314.233
102,248.56943333333334,314.42106
103,248.86262,314.46751666666665
104,242.41694999999999,313.0759
105,235.00302666666664,312.31019000000003
106,228.88132333333334,311.7099333333333
107,221.87588666666667,310.91476666666665
108,205.94564999999997,307.94235
109,189.92183,302.76621
110,178.27221666666665,294.7641933333333
111,178.97553,285.38617
112,180.54337666666663,278.2083633333333
113,178.46237666666664,269.4514333333333
114,172.61924,259.80236666666667
115,164.59748333333334,247.83254999999997
116,160.14585999999997,239.31985
117,153.74394999999998,233.22350666666665
118,149.66894,229.48779
119,146.98215333333332,226.05730333333332
120,145.43054333333333,221.96603
121,140.43573666666666,216.46924666666666
122,135.27182666666664,211.39792666666665
123,133.46800333333334,207.57363999999998
124,133.01146333333332,205.10452999999995
125,131.41188333333332,203.14693999999997
126,131.18857666666665,203.29835999999997
127,131.30299666666667,204.76376666666664
128,132.82427,209.36035666666663
129,134.54417999999998,214.62712
130,136.91622999999998,218.60440666666665
131,134.75218166666667,223.1876233333333
132,130.3650683333333,229.07482999999996
133,128.45475166666665,237.47654333333332
134,131.82216333333332,245.25834
135,135.48559333333333,252.22391666666664
136,136.66814333333332,256.6610033333333
137,136.12664333333333,260.3180766666666
138,135.77314333333334,263.7891966666666
139,135.90077,268.87865666666664
140,137.8472933333333,273.94901666666664
141,141.20839666666666,279.21307333333334
142,145.30029666666667,282.8894033333333
143,147.51984666666664,286.9997966666666
144,148.30271,291.0927233333333
145,147.9756033333333,296.74066
146,149.81355,302.23127999999997
147,148.36678333333333,307.4035333333333
148,146.78390333333334,310.98012
149,144.59461666666664,314.70646999999997
150,145.61748666666665,317.5842466666667
151,149.11517333333333,321.7414133333333
152,160.54464666666667,325.5781433333333
153,175.151,330.78910999999994
154,187.17190333333332,334.7245566666666
155,192.81195,338.4219233333333
156,198.65457666666666,341.5434466666666
157,207.28471333333334,345.95214999999996
158,212.20012333333335,350.0443633333333
159,212.84821666666664,353.75865
160,210.7015233333333,356.1506
161,211.72608999999997,359.2527533333333
162,207.1677633333333,366.3829533333333
163,205.6003,379.95008666666666
164,207.54902666666666,394.5552333333333
165,223.29828666666666,406.4404333333333
166,236.13831333333331,411.7038833333333
167,257.0406766666666,415.65612999999996
168,274.6163133333333,416.5121033333333
169,292.5013633333333,417.7726
170,314.41001333333327,416.04102
171,341.75925666666666,414.90475999999995
172,368.96347,413.5312133333333
173,391.9861433333333,414.0539733333333
174,403.07273,416.41048
175,414.43227999999993,420.0532466666666
176,413.9473866666666,423.0961433333333
177,411.69752,424.5904566666666
178,408.8736166666667,424.84018
179,419.35486333333336,426.09056666666663
180,432.4687666666666,427.1817666666667
181,432.08498,430.86186
182,417.2362133333333,433.77184333333327
183,402.93232666666665,436.28452666666664
184,402.25752666666665,436.2174
185,398.13678666666664,436.58239999999995
186,391.8482933333333,436.9535433333333
187,381.46958333333333,437.3241666666666
188,372.73014333333333,436.96677333333326
189,366.4570233333333,436.42213666666663
190,364.2531233333333,435.88803999999993
191,364.94318666666663,434.90796
192,367.18012666666664,433.9954233333333
193,368.59236999999996,432.7725066666667
194,368.31103666666667,432.21802
195,363.12415,430.9665766666667
196,358.7535233333333,430.00754333333333
197,349.33537333333334,427.79180999999994
198,341.74348,418.4849233333333
199,326.4624933333333,411.44303666666667
200,317.2622666666666,401.38512000000003
201,309.64013666666665,392.19730666666663
202,310.76236,380.7402133333334
203,308.7584533333333,368.46120333333334
204,306.34343333333334,357.25407
205,298.8963733333333,340.2272833333333
206,307.83633999999995,322.92173
207,310.9982666666666,307.74444333333327
208,318.8829833333333,298.40491
209,307.50987,291.36956999999995
210,306.16935333333333,285.56074666666666
211,304.8528333333333,279.5888
212,305.7224233333333,276.7885533333333
213,299.2435033333333,277.5618133333333
214,291.91321,278.4859666666667
215,286.01418,280.27615333333335
216,279.8982433333333,282.30538666666666
217,270.30529666666666,284.70709
218,256.28094,285.71101666666664
219,240.50624,285.08638333333334
220,228.20848,284.09464
221,220.4305,283.24574333333334
222,217.69248,283.03539666666666
223,214.27028666666664,283.40155
224,210.94644999999997,285.3806233333333
225,203.08697666666666,289.9409166666666
226,195.67711999999997,293.90043000000003
227,180.71250666666666,299.98524999999995
228,161.74101666666667,307.24585
229,137.104752,317.88585
230,124.96790866666666,328.4792133333333
231,119.62203866666667,338.06338999999997
232,120.22477666666666,344.3049733333333
233,116.33155,349.763
234,113.51269666666666,355.58793000000003
235,106.68139666666666,364.07238666666666
236,97.07125199999999,372.53199333333333
237,85.46928533333333,379.86662
238,76.67169366666667,384.6145133333333
239,68.83492066666666,389.11785999999995
240,65.495144,394.1021433333333
241,66.95879233333332,400.96424333333334
242,71.14547666666667,407.53364999999997
243,74.513938,413.6549466666666
244,74.50484666666667,417.5852233333334
245,74.29007,420.2286966666666
246,72.26192866666666,420.78436999999997
247,68.96605333333333,421.27686
248,63.16966,420.52692666666667
249,56.572205,418.98341
250,50.24971266666666,417.9472433333333
251,50.240897999999994,416.06166999999994
252,56.444986333333325,414.0005033333333
253,68.27352533333332,410.8716566666666
254,80.59990333333333,408.5253633333333
255,90.44584,406.5561333333333
256,95.47237666666666,405.44397999999995
257,99.77844333333333,404.3516633333333
258,103.98287499999999,403.44304999999997
259,109.221285,401.70150333333333
260,109.54144166666666,399.8264533333333
261,106.68451833333333,397.40441
262,102.95243166666666,395.8119633333333
263,100.86008833333332,393.2821166666666
264,98.613982,390.5763666666667
265,97.25141066666666,386.0452066666667
266,98.13250066666666,381.95013333333327
267,102.77737199999999,377.4483433333333
268,106.64697799999999,374.70228
269,113.19688599999999,371.49168
270,125.74911266666666,368.06888
271,143.46834466666667,363.26408000000004
272,158.03982,358.76009
273,160.14006999999998,355.75686333333334
274,156.73343999999997,354.20539999999994
275,156.71616666666665,352.72626333333335
276,171.0673733333333,350.05011666666667
277,189.12970333333334,346.91669666666667
278,202.7131833333333,344.435
279,207.8468333333333,342.89724
280,209.34856,341.8219733333333
281,209.59562666666665,341.32595
282,206.73723666666666,342.61496666666665
283,201.02495999999996,345.78498
284,189.61770333333328,352.04924666666665
285,178.40909333333332,361.21181333333334
286,169.95351333333332,368.2392
287,167.05102,373.4249566666666
288,159.44580666666667,375.40308
289,147.56107999999998,378.6159866666667
290,131.64763333333332,382.44175
291,117.60423999999998,387.51477
292,107.9808733333333,391.62208
293,98.46242999999998,396.5490933333333
294,95.61565333333333,401.1229966666666
295,92.01172866666667,407.11310000000003
296,94.53087866666667,412.0020133333333
297,99.68715866666666,416.44257333333326
298,105.61366,419.4443933333333
299,110.74678999999999,422.03636333333327
300,111.66223833333333,423.88900666666666
301,111.48155833333331,425.27922666666666
302,110.17358833333333,425.1176766666666
303,107.44480666666666,423.1984466666666
304,105.73128,421.73524
305,103.46135499999998,418.86751333333336
306,101.706515,415.58267
307,103.19333166666667,411.56718333333333
308,108.08421666666665,409.05621999999994
309,112.77399333333334,407.48087666666663
310,114.21621333333333,406.63674333333336
311,112.97541133333333,405.9370566666666
312,113.30402799999999,405.18605666666656
313,112.57084799999998,402.7071633333333
314,110.41289666666665,397.5794266666667
315,104.41776666666665,390.17838333333333
316,99.62321999999999,384.50466
317,103.21365666666665,378.55736333333334
318,113.41695533333333,372.30991666666665
319,131.99218199999999,363.5234766666666
320,148.95122199999997,355.5185333333333
321,163.02023666666668,349.89715666666666
322,168.60170333333332,346.8157366666667
323,166.31104,346.29467
324,162.15138333333334,346.6696033333333
325,157.42117000000002,347.17249333333336
326,153.26633666666666,347.6591266666667
327,149.78706333333332,348.1136933333333
328,146.87866666666667,348.4612266666667
329,145.62350999999998,349.4192333333333
330,147.72750666666667,351.54903333333334
331,157.51656666666668,353.88412
332,172.9729933333333,355.2677166666667
333,186.40850666666665,354.98384
334,192.17273999999998,354.4817
335,192.30053666666666,354.36880333333335
336,190.32746666666665,355.01247
337,189.6211133333333,356.1487933333333
338,186.86549333333332,356.30970666666667
339,184.85624333333334,355.0771033333333
340,181.55925666666664,353.33083666666664
341,180.73487999999998,350.9717933333333
342,181.27195666666665,347.43790666666666
343,180.59939,342.34737
344,180.51916,336.18276000000003
345,179.30520333333334,328.6492533333333
346,179.31333666666666,323.0854
347,177.2279933333333,316.951
